t	Theta Leapfrog	Energy 
18.04	0.00881966	0.000124158
18.05	0.00893345	0.000124029
18.06	0.00907908	0.000123496
18.07	0.00919002	0.00012336
18.08	0.00933385	0.000122857
18.09	0.00944188	0.000122715
18.1	0.00958387	0.000122243
18.11	0.00968897	0.000122093
18.12	0.00982908	0.000121652
18.13	0.00993121	0.000121496
18.14	0.0100694	0.000121086
18.15	0.0101685	0.000120922
18.16	0.0103047	0.000120543
18.17	0.0104008	0.000120371
18.18	0.010535	0.000120024
18.19	0.010628	0.000119844
18.2	0.0107601	0.000119528
18.21	0.0108501	0.000119339
18.22	0.0109801	0.000119055
18.23	0.0110669	0.000118858
18.24	0.0111948	0.000118605
18.25	0.0112785	0.000118399
18.26	0.0114042	0.000118178
18.27	0.0114847	0.000117963
18.28	0.0116082	0.000117773
18.29	0.0116855	0.000117549
18.3	0.0118067	0.00011739
18.31	0.0118808	0.000117156
18.32	0.0119997	0.000117028
18.33	0.0120706	0.000116785
18.34	0.0121872	0.000116687
18.35	0.0122548	0.000116435
18.36	0.0123691	0.000116367
18.37	0.0124334	0.000116105
18.38	0.0125453	0.000116067
18.39	0.0126063	0.000115796
18.4	0.0127158	0.000115787
18.41	0.0127735	0.000115506
18.42	0.0128805	0.000115526
18.43	0.0129349	0.000115235
18.44	0.0130395	0.000115283
18.45	0.0130906	0.000114983
18.46	0.0131926	0.000115059
18.47	0.0132403	0.000114748
18.48	0.0133398	0.000114852
18.49	0.0133842	0.000114532
18.5	0.0134811	0.000114662
18.51	0.0135222	0.000114332
18.52	0.0136165	0.000114488
18.53	0.0136542	0.000114148
18.54	0.0137459	0.00011433
18.55	0.0137802	0.00011398
18.56	0.0138693	0.000114186
18.57	0.0139002	0.000113827
18.58	0.0139866	0.000114057
18.59	0.0140142	0.000113689
18.6	0.014098	0.000113942
18.61	0.0141222	0.000113564
18.62	0.0142032	0.000113839
18.63	0.0142241	0.000113452
18.64	0.0143024	0.000113748
18.65	0.0143198	0.000113353
18.66	0.0143954	0.000113669
18.67	0.0144095	0.000113265
18.68	0.0144824	0.000113601
18.69	0.0144931	0.000113188
18.7	0.0145632	0.000113542
18.71	0.0145706	0.000113121
18.72	0.0146378	0.000113493
18.73	0.0146419	0.000113064
18.74	0.0147064	0.000113452
18.75	0.0147071	0.000113015
18.76	0.0147688	0.000113419
18.77	0.0147662	0.000112974
18.78	0.014825	0.000113393
18.79	0.0148191	0.000112941
18.8	0.0148751	0.000113373
18.81	0.0148659	0.000112914
18.82	0.0149191	0.000113359
18.83	0.0149066	0.000112893
18.84	0.0149569	0.000113349
18.85	0.0149412	0.000112876
18.86	0.0149886	0.000113343
18.87	0.0149696	0.000112864
18.88	0.0150142	0.00011334
18.89	0.014992	0.000112856
18.9	0.0150338	0.000113339
18.91	0.0150083	0.00011285
18.92	0.0150472	0.00011334
18.93	0.0150186	0.000112846
18.94	0.0150546	0.000113342
18.95	0.0150228	0.000112844
18.96	0.0150559	0.000113344
18.97	0.015021	0.000112842
18.98	0.0150512	0.000113345
18.99	0.0150132	0.00011284
19	0.0150405	0.000113346
19.01	0.0149994	0.000112837
19.02	0.0150239	0.000113344
19.03	0.0149797	0.000112832
19.04	0.0150014	0.000113339
19.05	0.0149541	0.000112825
19.06	0.0149729	0.000113331
19.07	0.0149227	0.000112815
19.08	0.0149386	0.000113319
19.09	0.0148854	0.000112802
19.1	0.0148984	0.000113302
19.11	0.0148423	0.000112784
19.12	0.0148525	0.00011328
19.13	0.0147934	0.000112762
19.14	0.0148008	0.000113251
19.15	0.0147389	0.000112734
19.16	0.0147434	0.000113217
19.17	0.0146787	0.000112699
19.18	0.0146804	0.000113174
19.19	0.0146128	0.000112659
19.2	0.0146117	0.000113125
19.21	0.0145414	0.00011261
19.22	0.0145375	0.000113067
19.23	0.0144645	0.000112554
19.24	0.0144578	0.000113
19.25	0.0143821	0.00011249
19.26	0.0143726	0.000112923
19.27	0.0142943	0.000112417
19.28	0.0142821	0.000112837
19.29	0.0142012	0.000112334
19.3	0.0141862	0.000112741
19.31	0.0141027	0.000112242
19.32	0.014085	0.000112633
19.33	0.013999	0.000112139
19.34	0.0139786	0.000112515
19.35	0.0138901	0.000112026
19.36	0.013867	0.000112385
19.37	0.0137762	0.000111902
19.38	0.0137503	0.000112243
19.39	0.0136571	0.000111766
19.4	0.0136287	0.000112089
19.41	0.0135331	0.000111618
19.42	0.013502	0.000111922
19.43	0.0134042	0.000111458
19.44	0.0133705	0.000111743
19.45	0.0132705	0.000111286
19.46	0.0132342	0.00011155
19.47	0.013132	0.000111101
19.48	0.0130931	0.000111344
19.49	0.0129888	0.000110904
19.5	0.0129474	0.000111124
19.51	0.012841	0.000110692
19.52	0.012797	0.000110891
19.53	0.0126887	0.000110468
19.54	0.0126422	0.000110643
19.55	0.0125319	0.00011023
19.56	0.0124829	0.000110382
19.57	0.0123707	0.000109978
19.58	0.0123193	0.000110106
19.59	0.0122052	0.000109713
19.6	0.0121514	0.000109816
19.61	0.0120356	0.000109433
19.62	0.0119794	0.000109511
19.63	0.0118618	0.00010914
19.64	0.0118032	0.000109192
19.65	0.0116839	0.000108832
19.66	0.0116231	0.000108859
19.67	0.0115021	0.00010851
19.68	0.011439	0.000108511
19.69	0.0113165	0.000108174
19.7	0.0112511	0.000108149
19.71	0.011127	0.000107824
19.72	0.0110594	0.000107773
19.73	0.0109339	0.00010746
19.74	0.0108641	0.000107382
19.75	0.0107372	0.000107083
19.76	0.0106652	0.000106978
19.77	0.010537	0.000106691
19.78	0.0104629	0.000106559
19.79	0.0103334	0.000106285
19.8	0.0102572	0.000106127
19.81	0.0101265	0.000105866
19.82	0.0100482	0.000105681
19.83	0.00991632	0.000105434
19.84	0.009836	0.000105222
19.85	0.00970307	0.000104988
19.86	0.00962076	0.000104749
19.87	0.00948679	0.000104529
19.88	0.00940253	0.000104264
19.89	0.00926759	0.000104058
19.9	0.00918142	0.000103766
19.91	0.00904557	0.000103574
19.92	0.00895752	0.000103256
19.93	0.00882082	0.000103077
19.94	0.00873094	0.000102734
19.95	0.00859346	0.000102569
19.96	0.00850178	0.0001022
19.97	0.00836357	0.000102049
19.98	0.00827013	0.000101655
19.99	0.00813126	0.000101518
20	0.00803611	0.000101099
20.01	0.00789664	0.000100976
20.02	0.00779981	0.000100533
20.03	0.00765981	0.000100423
20.04	0.00756133	9.99558e-05
20.05	0.00742086	9.98598e-05
20.06	0.00732079	9.93694e-05
20.07	0.00717991	9.9287e-05
20.08	0.00707829	9.87736e-05
20.09	0.00693705	9.87047e-05
20.1	0.00683392	9.81691e-05
20.11	0.0066924	9.81134e-05
20.12	0.0065878	9.75562e-05
20.13	0.00644606	9.75137e-05
20.14	0.00634003	9.69353e-05
20.15	0.00619813	9.69058e-05
20.16	0.00609071	9.63071e-05
20.17	0.00594871	9.62902e-05
20.18	0.00583996	9.56719e-05
20.19	0.00569792	9.56676e-05
20.2	0.00558787	9.50303e-05
20.21	0.00544586	9.50382e-05
20.22	0.00533456	9.43827e-05
20.23	0.00519264	9.44027e-05
20.24	0.00508013	9.37298e-05
20.25	0.00493835	9.37614e-05
20.26	0.00482468	9.30721e-05
20.27	0.00468311	9.3115e-05
20.28	0.00456832	9.241e-05
20.29	0.00442703	9.2464e-05
20.3	0.00431116	9.17441e-05
20.31	0.0041702	9.18088e-05
20.32	0.0040533	9.10749e-05
20.33	0.00391274	9.115e-05
20.34	0.00379485	9.04031e-05
20.35	0.00365474	9.04881e-05
20.36	0.00353592	8.97291e-05
20.37	0.00339632	8.98236e-05
20.38	0.0032766	8.90535e-05
20.39	0.00313757	8.91571e-05
20.4	0.00301701	8.83768e-05
20.41	0.00287861	8.84891e-05
20.42	0.00275724	8.76996e-05
20.43	0.00261954	8.78202e-05
20.44	0.00249741	8.70225e-05
20.45	0.00236046	8.71508e-05
20.46	0.00223762	8.63459e-05
20.47	0.00210147	8.64815e-05
20.48	0.00197797	8.56704e-05
20.49	0.00184268	8.58129e-05
20.5	0.00171856	8.49966e-05
20.51	0.0015842	8.51454e-05
20.52	0.0014595	8.4325e-05
20.53	0.00132611	8.44796e-05
20.54	0.00120089	8.36562e-05
20.55	0.00106853	8.3816e-05
20.56	0.000942829	8.29905e-05
20.57	0.000811553	8.31551e-05
20.58	0.000685418	8.23286e-05
20.59	0.000555281	8.24974e-05
20.6	0.000428757	8.1671e-05
20.61	0.000299815	8.18435e-05
20.62	0.000172947	8.10182e-05
20.63	4.52512e-05	8.11937e-05
20.64	-8.19137e-05	8.03706e-05
20.65	-0.000208311	8.05486e-05
20.66	-0.000335728	7.97287e-05
20.67	-0.000460775	7.99087e-05
20.68	-0.000588398	7.9093e-05
20.69	-0.000712043	7.92745e-05
20.7	-0.000839827	7.84639e-05
20.71	-0.000962021	7.86463e-05
20.72	-0.00108992	7.7842e-05
20.73	-0.00121061	7.80246e-05
20.74	-0.00133858	7.72275e-05
20.75	-0.00145773	7.74098e-05
20.76	-0.00158572	7.6621e-05
20.77	-0.00170327	7.68024e-05
20.78	-0.00183125	7.60229e-05
20.79	-0.00194715	7.62028e-05
20.8	-0.00207506	7.54335e-05
20.81	-0.00218927	7.56114e-05
20.82	-0.00231708	7.48531e-05
20.83	-0.00242955	7.50284e-05
20.84	-0.00255721	7.42823e-05
20.85	-0.0026679	7.44544e-05
20.86	-0.00279536	7.37212e-05
20.87	-0.00290423	7.38896e-05
20.88	-0.00303145	7.31703e-05
20.89	-0.00313846	7.33344e-05
20.9	-0.00326539	7.26298e-05
20.91	-0.00337049	7.27891e-05
20.92	-0.00349709	7.21e-05
20.93	-0.00360024	7.22539e-05
20.94	-0.00372648	7.15812e-05
20.95	-0.00382764	7.17292e-05
20.96	-0.00395346	7.10737e-05
20.97	-0.0040526	7.12153e-05
20.98	-0.00417797	7.05777e-05
20.99	-0.00427504	7.07123e-05
21	-0.00439992	7.00934e-05
21.01	-0.00449489	7.02206e-05
21.02	-0.00461922	6.9621e-05
21.03	-0.00471206	6.97402e-05
21.04	-0.00483581	6.91608e-05
21.05	-0.00492647	6.92715e-05
21.06	-0.00504961	6.87127e-05
21.07	-0.00513806	6.88146e-05
21.08	-0.00526054	6.82771e-05
21.09	-0.00534676	6.83696e-05
21.1	-0.00546853	6.7854e-05
21.11	-0.00555248	6.79368e-05
21.12	-0.00567351	6.74436e-05
21.13	-0.00575516	6.75161e-05
21.14	-0.00587541	6.70459e-05
21.15	-0.00595473	6.71078e-05
21.16	-0.00607417	6.6661e-05
21.17	-0.00615112	6.67119e-05
21.18	-0.0062697	6.62889e-05
21.19	-0.00634427	6.63285e-05
21.2	-0.00646196	6.59297e-05
21.21	-0.00653412	6.59575e-05
21.22	-0.00665087	6.55834e-05
21.23	-0.00672059	6.55992e-05
21.24	-0.00683638	6.52499e-05
21.25	-0.00690364	6.52534e-05
21.26	-0.00701842	6.49293e-05
21.27	-0.00708319	6.49201e-05
21.28	-0.00719693	6.46215e-05
21.29	-0.0072592	6.45994e-05
21.3	-0.00737187	6.43264e-05
21.31	-0.00743161	6.42911e-05
21.32	-0.00754316	6.4044e-05
21.33	-0.00760035	6.39953e-05
21.34	-0.00771076	6.37742e-05
21.35	-0.00776539	6.37119e-05
21.36	-0.00787462	6.35167e-05
21.37	-0.00792666	6.34407e-05
21.38	-0.00803468	6.32716e-05
21.39	-0.00808413	6.31816e-05
21.4	-0.0081909	6.30386e-05
21.41	-0.00823773	6.29346e-05
21.42	-0.00834322	6.28176e-05
21.43	-0.00838743	6.26994e-05
21.44	-0.00849162	6.26085e-05
21.45	-0.00853319	6.2476e-05
21.46	-0.00863603	6.24109e-05
21.47	-0.00867495	6.2264e-05
21.48	-0.00877642	6.22247e-05
21.49	-0.00881268	6.20635e-05
21.5	-0.00891274	6.20496e-05
21.51	-0.00894634	6.1874e-05
21.52	-0.00904497	6.18855e-05
21.53	-0.00907589	6.16955e-05
21.54	-0.00917307	6.1732e-05
21.55	-0.0092013	6.15277e-05
21.56	-0.00929699	6.15888e-05
21.57	-0.00932253	6.13703e-05
21.58	-0.00941671	6.14558e-05
21.59	-0.00943956	6.12231e-05
21.6	-0.00953219	6.13326e-05
21.61	-0.00955235	6.10858e-05
21.62	-0.00964341	6.12189e-05
21.63	-0.00966087	6.09581e-05
21.64	-0.00975034	6.11143e-05
21.65	-0.0097651	6.08397e-05
21.66	-0.00985295	6.10186e-05
21.67	-0.00986501	6.07304e-05
21.68	-0.00995122	6.09314e-05
21.69	-0.00996058	6.06298e-05
21.7	-0.0100451	6.08523e-05
21.71	-0.0100518	6.05375e-05
21.72	-0.0101346	6.0781e-05
21.73	-0.0101386	6.04533e-05
21.74	-0.0102198	6.07172e-05
21.75	-0.0102211	6.03768e-05
21.76	-0.0103005	6.06604e-05
21.77	-0.0102991	6.03077e-05
21.78	-0.0103767	6.06103e-05
21.79	-0.0103727	6.02455e-05
21.8	-0.0104486	6.05665e-05
21.81	-0.0104419	6.019e-05
21.82	-0.0105159	6.05286e-05
21.83	-0.0105066	6.01408e-05
21.84	-0.0105789	6.04962e-05
21.85	-0.0105669	6.00974e-05
21.86	-0.0106373	6.04689e-05
21.87	-0.0106227	6.00595e-05
21.88	-0.0106912	6.04463e-05
21.89	-0.010674	6.00268e-05
21.9	-0.0107407	6.04279e-05
21.91	-0.0107209	5.99988e-05
21.92	-0.0107857	6.04135e-05
21.93	-0.0107633	5.99751e-05
21.94	-0.0108262	6.04026e-05
21.95	-0.0108012	5.99554e-05
21.96	-0.0108622	6.03947e-05
21.97	-0.0108347	5.99392e-05
21.98	-0.0108938	6.03895e-05
21.99	-0.0108637	5.99262e-05
22	-0.0109209	6.03865e-05
22.01	-0.0108883	5.99159e-05
22.02	-0.0109435	6.03854e-05
22.03	-0.0109084	5.99081e-05
22.04	-0.0109616	6.03857e-05
22.05	-0.0109241	5.99022e-05
22.06	-0.0109753	6.0387e-05
22.07	-0.0109353	5.98979e-05
22.08	-0.0109846	6.03889e-05
22.09	-0.0109422	5.98947e-05
22.1	-0.0109894	6.03911e-05
22.11	-0.0109446	5.98924e-05
22.12	-0.0109899	6.03931e-05
22.13	-0.0109427	5.98905e-05
22.14	-0.0109859	6.03946e-05
22.15	-0.0109364	5.98887e-05
22.16	-0.0109776	6.03951e-05
22.17	-0.0109257	5.98865e-05
22.18	-0.0109649	6.03943e-05
22.19	-0.0109108	5.98836e-05
22.2	-0.0109479	6.03918e-05
22.21	-0.0108915	5.98797e-05
22.22	-0.0109266	6.03873e-05
22.23	-0.010868	5.98743e-05
22.24	-0.0109011	6.03803e-05
22.25	-0.0108402	5.98671e-05
22.26	-0.0108712	6.03706e-05
22.27	-0.0108083	5.98578e-05
22.28	-0.0108372	6.03579e-05
22.29	-0.0107721	5.98461e-05
22.3	-0.010799	6.03417e-05
22.31	-0.0107318	5.98315e-05
22.32	-0.0107566	6.03217e-05
22.33	-0.0106873	5.98139e-05
22.34	-0.01071	6.02977e-05
22.35	-0.0106388	5.97928e-05
22.36	-0.0106594	6.02694e-05
22.37	-0.0105862	5.9768e-05
22.38	-0.0106048	6.02364e-05
22.39	-0.0105296	5.97392e-05
22.4	-0.0105461	6.01985e-05
22.41	-0.010469	5.97061e-05
22.42	-0.0104835	6.01555e-05
22.43	-0.0104045	5.96685e-05
22.44	-0.0104169	6.0107e-05
22.45	-0.010336	5.96259e-05
22.46	-0.0103464	6.00528e-05
22.47	-0.0102638	5.95783e-05
22.48	-0.0102721	5.99927e-05
22.49	-0.0101877	5.95254e-05
22.5	-0.0101939	5.99265e-05
22.51	-0.0101078	5.9467e-05
22.52	-0.010112	5.9854e-05
22.53	-0.0100243	5.94028e-05
22.54	-0.0100264	5.97749e-05
22.55	-0.00993706	5.93326e-05
22.56	-0.00993717	5.96891e-05
22.57	-0.00984622	5.92562e-05
22.58	-0.0098443	5.95965e-05
22.59	-0.00975181	5.91736e-05
22.6	-0.00974786	5.94969e-05
22.61	-0.00965388	5.90844e-05
22.62	-0.00964792	5.93901e-05
22.63	-0.0095525	5.89886e-05
22.64	-0.00954452	5.92761e-05
22.65	-0.0094477	5.8886e-05
22.66	-0.00943773	5.91547e-05
22.67	-0.00933956	5.87765e-05
22.68	-0.00932759	5.90258e-05
22.69	-0.00922812	5.866e-05
22.7	-0.00921417	5.88894e-05
22.71	-0.00911344	5.85363e-05
22.72	-0.00909752	5.87453e-05
22.73	-0.00899558	5.84055e-05
22.74	-0.0089777	5.85936e-05
22.75	-0.0088746	5.82673e-05
22.76	-0.00885478	5.84342e-05
22.77	-0.00875057	5.81219e-05
22.78	-0.00872881	5.8267e-05
22.79	-0.00862354	5.7969e-05
22.8	-0.00859985	5.80921e-05
22.81	-0.00849358	5.78087e-05
22.82	-0.00846798	5.79095e-05
22.83	-0.00836074	5.76411e-05
22.84	-0.00833325	5.77191e-05
22.85	-0.0082251	5.74659e-05
22.86	-0.00819573	5.75211e-05
22.87	-0.00808672	5.72834e-05
22.88	-0.00805548	5.73154e-05
22.89	-0.00794567	5.70934e-05
22.9	-0.00791258	5.71022e-05
22.91	-0.00780201	5.68961e-05
22.92	-0.00776709	5.68814e-05
22.93	-0.00765581	5.66914e-05
22.94	-0.00761907	5.66532e-05
22.95	-0.00750714	5.64795e-05
22.96	-0.0074686	5.64177e-05
22.97	-0.00735607	5.62604e-05
22.98	-0.00731575	5.61749e-05
22.99	-0.00720267	5.60342e-05
23	-0.00716059	5.59251e-05
23.01	-0.00704701	5.58009e-05
23.02	-0.00700318	5.56683e-05
23.03	-0.00688916	5.55608e-05
23.04	-0.00684361	5.54046e-05
23.05	-0.00672919	5.53138e-05
23.06	-0.00668193	5.51343e-05
23.07	-0.00656718	5.50602e-05
23.08	-0.00651824	5.48575e-05
23.09	-0.00640319	5.48001e-05
23.1	-0.00635259	5.45744e-05
23.11	-0.00623731	5.45336e-05
23.12	-0.00618506	5.42851e-05
23.13	-0.0060696	5.42609e-05
23.14	-0.00601573	5.39899e-05
23.15	-0.00590014	5.39821e-05
23.16	-0.00584467	5.3689e-05
23.17	-0.00572901	5.36975e-05
23.18	-0.00567196	5.33825e-05
23.19	-0.00555627	5.34072e-05
23.2	-0.00549767	5.30708e-05
23.21	-0.00538201	5.31114e-05
23.22	-0.00532188	5.27539e-05
23.23	-0.0052063	5.28104e-05
23.24	-0.00514466	5.24323e-05
23.25	-0.00502922	5.25043e-05
23.26	-0.00496609	5.2106e-05
23.27	-0.00485083	5.21934e-05
23.28	-0.00478625	5.17755e-05
23.29	-0.00467123	5.18778e-05
23.3	-0.00460522	5.14408e-05
23.31	-0.00449049	5.15579e-05
23.32	-0.00442306	5.11024e-05
23.33	-0.00430867	5.12338e-05
23.34	-0.00423986	5.07604e-05
23.35	-0.00412587	5.09059e-05
23.36	-0.0040557	5.04151e-05
23.37	-0.00394215	5.05743e-05
23.38	-0.00387065	5.00669e-05
23.39	-0.00375759	5.02394e-05
23.4	-0.00368479	4.9716e-05
23.41	-0.00357228	4.99013e-05
23.42	-0.0034982	4.93626e-05
23.43	-0.00338628	4.95604e-05
23.44	-0.00331095	4.90072e-05
23.45	-0.00319968	4.92169e-05
23.46	-0.00312313	4.86498e-05
23.47	-0.00301254	4.88711e-05
23.48	-0.0029348	4.8291e-05
23.49	-0.00282496	4.85232e-05
23.5	-0.00274605	4.79309e-05
23.51	-0.002637	4.81736e-05
23.52	-0.00255696	4.75698e-05
23.53	-0.00244874	4.78225e-05
23.54	-0.00236759	4.72081e-05
23.55	-0.00226027	4.74702e-05
23.56	-0.00217803	4.68461e-05
23.57	-0.00207164	4.7117e-05
23.58	-0.00198836	4.64839e-05
23.59	-0.00188295	4.67631e-05
23.6	-0.00179864	4.6122e-05
23.61	-0.00169426	4.64089e-05
23.62	-0.00160896	4.57606e-05
23.63	-0.00150565	4.60546e-05
23.64	-0.00141939	4.54e-05
23.65	-0.0013172	4.57004e-05
23.66	-0.00123	4.50406e-05
23.67	-0.00112898	4.53468e-05
23.68	-0.00104088	4.46825e-05
23.69	-0.000941059	4.49939e-05
23.7	-0.000852093	4.4326e-05
23.71	-0.000753522	4.4642e-05
23.72	-0.000663714	4.39715e-05
23.73	-0.000566436	4.42915e-05
23.74	-0.000475818	4.36193e-05
23.75	-0.000379875	4.39424e-05
23.76	-0.000288478	4.32695e-05
23.77	-0.000193912	4.35952e-05
23.78	-0.000101767	4.29225e-05
23.79	-8.61815e-06	4.32501e-05
23.8	8.42439e-05	4.25785e-05
23.81	0.000175935	4.29073e-05
23.82	0.000269483	4.22377e-05
23.83	0.000359677	4.25672e-05
23.84	0.000453879	4.19005e-05
23.85	0.000542538	4.22298e-05
23.86	0.000637362	4.1567e-05
23.87	0.000724447	4.18955e-05
23.88	0.000819863	4.12375e-05
23.89	0.000905337	4.15646e-05
23.9	0.00100131	4.09122e-05
23.91	0.00108514	4.12372e-05
23.92	0.00118164	4.05914e-05
23.93	0.00126379	4.09135e-05
23.94	0.00136078	4.02751e-05
23.95	0.00144121	4.05938e-05
23.96	0.00153867	3.99638e-05
23.97	0.00161735	4.02783e-05
23.98	0.00171524	3.96575e-05
23.99	0.00179213	3.99672e-05
24	0.00189042	3.93564e-05
24.01	0.0019655	3.96607e-05
24.02	0.00206416	3.90607e-05
24.03	0.00213738	3.93589e-05
24.04	0.00223638	3.87706e-05
24.05	0.00230772	3.90621e-05
24.06	0.00240702	3.84862e-05
24.07	0.00247646	3.87704e-05
24.08	0.00257603	3.82078e-05
24.09	0.00264352	3.8484e-05
24.1	0.00274334	3.79353e-05
24.11	0.00280887	3.8203e-05
24.12	0.00290888	3.7669e-05
24.13	0.00297242	3.79276e-05
24.14	0.00307262	3.7409e-05
24.15	0.00313413	3.76579e-05
24.16	0.00323447	3.71553e-05
24.17	0.00329394	3.7394e-05
24.18	0.00339439	3.69082e-05
24.19	0.0034518	3.71361e-05
24.2	0.00355233	3.66676e-05
24.21	0.00360764	3.68842e-05
24.22	0.00370822	3.64337e-05
24.23	0.00376141	3.66385e-05
24.24	0.00386201	3.62066e-05
24.25	0.00391307	3.63991e-05
24.26	0.00401365	3.59862e-05
24.27	0.00406255	3.6166e-05
24.28	0.00416308	3.57727e-05
24.29	0.00420981	3.59392e-05
24.3	0.00431026	3.5566e-05
24.31	0.0043548	3.5719e-05
24.32	0.00445514	3.53662e-05
24.33	0.00449747	3.55052e-05
24.34	0.00459766	3.51734e-05
24.35	0.00463776	3.5298e-05
24.36	0.00473779	3.49875e-05
24.37	0.00477565	3.50974e-05
24.38	0.00487547	3.48085e-05
24.39	0.00491107	3.49033e-05
24.4	0.00501065	3.46365e-05
24.41	0.00504398	3.47159e-05
24.42	0.0051433	3.44713e-05
24.43	0.00517435	3.45351e-05
24.44	0.00527337	3.4313e-05
24.45	0.00530213	3.43609e-05
24.46	0.00540082	3.41615e-05
24.47	0.00542727	3.41933e-05
24.48	0.00552561	3.40168e-05
24.49	0.00554975	3.40322e-05
24.5	0.0056477	3.38788e-05
24.51	0.00566952	3.38777e-05
24.52	0.00576706	3.37475e-05
24.53	0.00578654	3.37296e-05
24.54	0.00588363	3.36226e-05
24.55	0.00590078	3.3588e-05
24.56	0.0059974	3.35043e-05
24.57	0.00601221	3.34528e-05
24.58	0.00610832	3.33923e-05
24.59	0.00612079	3.33239e-05
24.6	0.00621636	3.32866e-05
24.61	0.00622649	3.32011e-05
24.62	0.0063215	3.3187e-05
24.63	0.00632927	3.30846e-05
24.64	0.00642369	3.30935e-05
24.65	0.00642912	3.2974e-05
24.66	0.00652292	3.30058e-05
24.67	0.006526	3.28694e-05
24.68	0.00661915	3.29239e-05
24.69	0.00661988	3.27706e-05
24.7	0.00671235	3.28476e-05
24.71	0.00671074	3.26775e-05
24.72	0.00680251	3.27768e-05
24.73	0.00679856	3.259e-05
24.74	0.0068896	3.27112e-05
24.75	0.0068833	3.2508e-05
24.76	0.00697359	3.26508e-05
24.77	0.00696496	3.24312e-05
24.78	0.00705446	3.25953e-05
24.79	0.00704351	3.23596e-05
24.8	0.0071322	3.25447e-05
24.81	0.00711894	3.22931e-05
24.82	0.00720678	3.24986e-05
24.83	0.00719121	3.22314e-05
24.84	0.0072782	3.24569e-05
24.85	0.00726033	3.21744e-05
24.86	0.00734642	3.24195e-05
24.87	0.00732626	3.21219e-05
24.88	0.00741144	3.23861e-05
24.89	0.00738901	3.20738e-05
24.9	0.00747325	3.23565e-05
24.91	0.00744855	3.20298e-05
24.92	0.00753183	3.23305e-05
24.93	0.00750488	3.19899e-05
24.94	0.00758717	3.23079e-05
24.95	0.00755799	3.19538e-05
24.96	0.00763926	3.22885e-05
24.97	0.00760786	3.19213e-05
24.98	0.0076881	3.22721e-05
24.99	0.0076545	3.18922e-05
25	0.00773368	3.22585e-05
25.01	0.00769789	3.18664e-05
25.02	0.00777599	3.22474e-05
25.03	0.00773803	3.18436e-05
25.04	0.00781503	3.22386e-05
25.05	0.00777492	3.18237e-05
25.06	0.00785079	3.2232e-05
25.07	0.00780856	3.18064e-05
25.08	0.00788328	3.22272e-05
25.09	0.00783895	3.17915e-05
25.1	0.0079125	3.22241e-05
25.11	0.00786608	3.17789e-05
25.12	0.00793844	3.22224e-05
25.13	0.00788997	3.17682e-05
25.14	0.00796111	3.2222e-05
25.15	0.0079106	3.17595e-05
25.16	0.00798051	3.22225e-05
25.17	0.007928	3.17523e-05
25.18	0.00799666	3.22238e-05
25.19	0.00794216	3.17465e-05
25.2	0.00800954	3.22257e-05
25.21	0.00795309	3.17419e-05
25.22	0.00801918	3.2228e-05
25.23	0.0079608	3.17384e-05
25.24	0.00802558	3.22303e-05
25.25	0.0079653	3.17356e-05
25.26	0.00802876	3.22326e-05
25.27	0.0079666	3.17334e-05
25.28	0.00802871	3.22345e-05
25.29	0.00796471	3.17315e-05
25.3	0.00802546	3.2236e-05
25.31	0.00795966	3.17299e-05
25.32	0.00801903	3.22368e-05
25.33	0.00795144	3.17282e-05
25.34	0.00800941	3.22366e-05
25.35	0.00794008	3.17263e-05
25.36	0.00799664	3.22353e-05
25.37	0.0079256	3.17241e-05
25.38	0.00798073	3.22328e-05
25.39	0.00790801	3.17212e-05
25.4	0.0079617	3.22287e-05
25.41	0.00788734	3.17175e-05
25.42	0.00793956	3.2223e-05
25.43	0.00786359	3.17129e-05
25.44	0.00791434	3.22154e-05
25.45	0.00783681	3.17071e-05
25.46	0.00788607	3.22058e-05
25.47	0.007807	3.17e-05
25.48	0.00785476	3.21939e-05
25.49	0.00777419	3.16914e-05
25.5	0.00782044	3.21798e-05
25.51	0.00773841	3.16812e-05
25.52	0.00778313	3.21631e-05
25.53	0.00769969	3.16691e-05
25.54	0.00774287	3.21438e-05
25.55	0.00765804	3.16551e-05
25.56	0.00769967	3.21216e-05
25.57	0.00761351	3.16389e-05
25.58	0.00765357	3.20965e-05
25.59	0.00756611	3.16204e-05
25.6	0.00760461	3.20683e-05
25.61	0.00751589	3.15996e-05
25.62	0.0075528	3.20369e-05
25.63	0.00746286	3.15761e-05
25.64	0.00749818	3.20022e-05
25.65	0.00740707	3.155e-05
25.66	0.00744078	3.19641e-05
25.67	0.00734855	3.15211e-05
25.68	0.00738065	3.19224e-05
25.69	0.00728732	3.14893e-05
25.7	0.0073178	3.18771e-05
25.71	0.00722343	3.14544e-05
25.72	0.00725229	3.18281e-05
25.73	0.00715692	3.14164e-05
25.74	0.00718414	3.17752e-05
25.75	0.00708782	3.13751e-05
25.76	0.00711339	3.17185e-05
25.77	0.00701616	3.13306e-05
25.78	0.00704008	3.16579e-05
25.79	0.00694199	3.12826e-05
25.8	0.00696425	3.15932e-05
25.81	0.00686534	3.12311e-05
25.82	0.00688595	3.15245e-05
25.83	0.00678627	3.1176e-05
25.84	0.00680521	3.14517e-05
25.85	0.0067048	3.11174e-05
25.86	0.00672207	3.13748e-05
25.87	0.00662098	3.1055e-05
