t	Theta Euler	Energy
184.59	-0.205236	0.0289448
184.8	-0.231729	0.0297523
185.01	-0.248058	0.0309425
185.22	-0.253482	0.0323289
185.43	-0.247739	0.0336853
185.64	-0.231058	0.0347828
185.85	-0.204153	0.0354322
186.06	-0.168188	0.0355225
186.27	-0.124731	0.0350459
186.48	-0.0756814	0.0341005
186.69	-0.0231915	0.03287
186.9	0.0304314	0.0315863
187.11	0.0828249	0.0304849
187.32	0.131676	0.0297637
187.53	0.174822	0.0295533
187.74	0.21035	0.0298998
187.95	0.236676	0.0307593
188.16	0.252619	0.0320042
188.37	0.257456	0.0334392
188.58	0.250949	0.0348298
188.79	0.233361	0.0359409
189	0.205446	0.0365803
189.21	0.168411	0.0366391
189.42	0.123872	0.0361154
189.63	0.0737763	0.0351166
189.84	0.0203221	0.0338367
190.05	-0.0341406	0.0325167
190.26	-0.0872121	0.0313984
190.47	-0.136549	0.0306822
190.68	-0.179968	0.0304981
190.89	-0.215541	0.0308879
191.1	-0.241683	0.0318013
191.31	-0.257223	0.0331025
191.52	-0.261451	0.0345871
191.73	-0.254158	0.036012
191.94	-0.235642	0.0371357
192.15	-0.206695	0.0377636
192.36	-0.168572	0.0377886
192.57	-0.122934	0.0372156
192.78	-0.07178	0.0361617
192.99	-0.0173526	0.0348315
193.2	0.0379544	0.0334751
193.41	0.0917037	0.0323406
193.62	0.141522	0.031631
193.83	0.185203	0.031475
194.04	0.220809	0.0319102
194.25	0.246752	0.0328796
194.46	0.261868	0.0342387
194.67	0.265467	0.0357738
194.88	0.257366	0.0372331
195.09	0.237899	0.0383685
195.3	0.207899	0.038983
195.51	0.168668	0.0389721
195.72	0.121917	0.0383476
195.93	0.0696904	0.0372368
196.14	0.014281	0.0358552
196.35	-0.0418744	0.0344624
196.56	-0.0963012	0.0333125
196.77	-0.146595	0.0326111
196.98	-0.19053	0.0324852
197.19	-0.226155	0.032968
197.4	-0.251881	0.0339955
197.61	-0.266553	0.0354141
197.82	-0.269501	0.0370005
198.03	-0.260571	0.0384941
198.24	-0.24013	0.0396402
198.45	-0.209057	0.0402396
198.66	-0.168699	0.0401905
198.87	-0.120816	0.0395122
199.08	-0.0675053	0.0383427
199.29	-0.0111054	0.0369088
199.5	0.0459026	0.0354795
199.71	0.101006	0.0343152
199.92	0.151771	0.0336235
200.13	0.195949	0.0335299
200.34	0.231579	0.0340626
200.55	0.257071	0.0351501
200.76	0.271279	0.0366299
200.97	0.273555	0.0382686
201.18	0.263771	0.0397964
201.39	0.242334	0.0409521
201.6	0.210165	0.0415344
201.81	0.168661	0.0414447
202.02	0.119631	0.0407103
202.23	0.0652227	0.0394804
202.44	0.00782377	0.0379931
202.65	-0.0500407	0.0365275
202.86	-0.10582	0.0353497
203.07	-0.15705	0.0346694
203.28	-0.201461	0.0346102
203.49	-0.237081	0.035195
203.7	-0.262321	0.0363448
203.91	-0.276045	0.0378874
204.12	-0.277625	0.0395793
204.33	-0.266964	0.0411412
204.54	-0.244509	0.0423054
204.75	-0.211223	0.0428685
204.96	-0.168552	0.0427357
205.17	-0.118359	0.0419429
205.38	-0.0628403	0.0406506
205.59	-0.00443398	0.0391092
205.8	0.0542905	0.0376072
206.01	0.110744	0.0364171
206.22	0.162432	0.03575
206.43	0.207066	0.0357274
206.64	0.242662	0.0363668
206.85	0.267631	0.0375811
207.06	0.28085	0.0391882
207.27	0.281711	0.0409341
207.48	0.270151	0.0425298
207.69	0.246652	0.0437011
207.9	0.212227	0.0442431
208.11	0.168371	0.0440646
208.32	0.116997	0.0432109
208.53	0.0603559	0.0418544
208.74	0.000933997	0.040258
208.95	-0.0586539	0.0387199
209.16	-0.11578	0.0375184
209.37	-0.167921	0.0368665
209.58	-0.212765	0.0368828
209.79	-0.248321	0.0375792
210	-0.273001	0.0388602
