t	Theta Euler	Energy
20.18	0.00604478	0.000116157
20.19	0.00590486	0.000115776
20.2	0.00576461	0.000115393
20.21	0.00562406	0.000115008
20.22	0.00548321	0.000114622
20.23	0.00534208	0.000114234
20.24	0.00520068	0.000113844
20.25	0.00505903	0.000113453
20.26	0.00491715	0.000113061
20.27	0.00477504	0.000112667
20.28	0.00463273	0.000112273
20.29	0.00449022	0.000111877
20.3	0.00434753	0.00011148
20.31	0.00420469	0.000111082
20.32	0.00406169	0.000110684
20.33	0.00391855	0.000110284
20.34	0.0037753	0.000109884
20.35	0.00363194	0.000109483
20.36	0.0034885	0.000109082
20.37	0.00334497	0.00010868
20.38	0.00320138	0.000108278
20.39	0.00305775	0.000107876
20.4	0.00291408	0.000107474
20.41	0.0027704	0.000107071
20.42	0.00262671	0.000106668
20.43	0.00248303	0.000106266
20.44	0.00233937	0.000105863
20.45	0.00219576	0.000105461
20.46	0.0020522	0.000105059
20.47	0.0019087	0.000104658
20.48	0.00176529	0.000104257
20.49	0.00162197	0.000103856
20.5	0.00147876	0.000103457
20.51	0.00133568	0.000103057
20.52	0.00119274	0.000102659
20.53	0.00104995	0.000102262
20.54	0.000907319	0.000101865
20.55	0.000764874	0.00010147
20.56	0.000622623	0.000101075
20.57	0.000480579	0.000100682
20.58	0.000338758	0.00010029
20.59	0.000197172	9.98996e-05
20.6	5.58354e-05	9.95104e-05
20.61	-8.52382e-05	9.91227e-05
20.62	-0.000226035	9.87365e-05
20.63	-0.000366542	9.8352e-05
20.64	-0.000506746	9.79692e-05
20.65	-0.000646632	9.75882e-05
20.66	-0.000786188	9.7209e-05
20.67	-0.0009254	9.68317e-05
20.68	-0.00106425	9.64564e-05
20.69	-0.00120274	9.60832e-05
20.7	-0.00134084	9.57121e-05
20.71	-0.00147855	9.53432e-05
20.72	-0.00161584	9.49765e-05
20.73	-0.00175271	9.46121e-05
20.74	-0.00188915	9.42501e-05
20.75	-0.00202514	9.38906e-05
20.76	-0.00216067	9.35335e-05
20.77	-0.00229572	9.3179e-05
20.78	-0.00243029	9.28271e-05
20.79	-0.00256436	9.24779e-05
20.8	-0.00269792	9.21315e-05
20.81	-0.00283096	9.17878e-05
20.82	-0.00296346	9.14469e-05
20.83	-0.00309541	9.1109e-05
20.84	-0.0032268	9.0774e-05
20.85	-0.00335762	9.0442e-05
20.86	-0.00348785	9.0113e-05
20.87	-0.00361749	8.97871e-05
20.88	-0.00374652	8.94644e-05
20.89	-0.00387493	8.91449e-05
20.9	-0.00400271	8.88285e-05
20.91	-0.00412985	8.85155e-05
20.92	-0.00425633	8.82058e-05
20.93	-0.00438214	8.78994e-05
20.94	-0.00450728	8.75964e-05
20.95	-0.00463173	8.72968e-05
20.96	-0.00475548	8.70007e-05
20.97	-0.00487852	8.67081e-05
20.98	-0.00500084	8.64191e-05
20.99	-0.00512242	8.61336e-05
21	-0.00524327	8.58516e-05
21.01	-0.00536335	8.55733e-05
21.02	-0.00548268	8.52987e-05
21.03	-0.00560123	8.50277e-05
21.04	-0.00571899	8.47605e-05
21.05	-0.00583596	8.44969e-05
21.06	-0.00595212	8.42371e-05
21.07	-0.00606746	8.39811e-05
21.08	-0.00618198	8.37289e-05
21.09	-0.00629567	8.34804e-05
21.1	-0.00640851	8.32358e-05
21.11	-0.00652049	8.2995e-05
21.12	-0.00663161	8.2758e-05
21.13	-0.00674185	8.2525e-05
21.14	-0.00685121	8.22957e-05
21.15	-0.00695968	8.20704e-05
21.16	-0.00706725	8.18489e-05
21.17	-0.0071739	8.16313e-05
21.18	-0.00727964	8.14176e-05
21.19	-0.00738444	8.12078e-05
21.2	-0.00748831	8.10019e-05
21.21	-0.00759123	8.07999e-05
21.22	-0.0076932	8.06018e-05
21.23	-0.0077942	8.04076e-05
21.24	-0.00789424	8.02173e-05
21.25	-0.00799329	8.00308e-05
21.26	-0.00809135	7.98482e-05
21.27	-0.00818842	7.96695e-05
21.28	-0.00828449	7.94947e-05
21.29	-0.00837955	7.93237e-05
21.3	-0.00847359	7.91565e-05
21.31	-0.0085666	7.89931e-05
21.32	-0.00865858	7.88336e-05
21.33	-0.00874951	7.86778e-05
21.34	-0.0088394	7.85258e-05
21.35	-0.00892824	7.83776e-05
21.36	-0.00901601	7.8233e-05
21.37	-0.00910272	7.80922e-05
21.38	-0.00918835	7.79551e-05
21.39	-0.00927289	7.78216e-05
21.4	-0.00935635	7.76918e-05
21.41	-0.00943872	7.75655e-05
21.42	-0.00951999	7.74429e-05
21.43	-0.00960015	7.73238e-05
21.44	-0.00967919	7.72082e-05
21.45	-0.00975712	7.7096e-05
21.46	-0.00983393	7.69874e-05
21.47	-0.0099096	7.68822e-05
21.48	-0.00998415	7.67803e-05
21.49	-0.0100575	7.66818e-05
21.5	-0.0101298	7.65866e-05
21.51	-0.0102009	7.64947e-05
21.52	-0.0102709	7.6406e-05
21.53	-0.0103397	7.63205e-05
21.54	-0.0104073	7.62382e-05
21.55	-0.0104737	7.61589e-05
21.56	-0.010539	7.60828e-05
21.57	-0.0106031	7.60096e-05
21.58	-0.010666	7.59394e-05
21.59	-0.0107278	7.58722e-05
21.6	-0.0107883	7.58078e-05
21.61	-0.0108477	7.57463e-05
21.62	-0.0109058	7.56876e-05
21.63	-0.0109628	7.56316e-05
21.64	-0.0110185	7.55783e-05
21.65	-0.0110731	7.55276e-05
21.66	-0.0111264	7.54795e-05
21.67	-0.0111785	7.54339e-05
21.68	-0.0112294	7.53909e-05
21.69	-0.0112791	7.53502e-05
21.7	-0.0113276	7.53119e-05
21.71	-0.0113748	7.52759e-05
21.72	-0.0114208	7.52422e-05
21.73	-0.0114656	7.52107e-05
21.74	-0.0115091	7.51813e-05
21.75	-0.0115514	7.51541e-05
21.76	-0.0115925	7.51288e-05
21.77	-0.0116324	7.51055e-05
21.78	-0.011671	7.50842e-05
21.79	-0.0117083	7.50647e-05
21.8	-0.0117444	7.5047e-05
21.81	-0.0117793	7.5031e-05
21.82	-0.0118129	7.50167e-05
21.83	-0.0118453	7.5004e-05
21.84	-0.0118765	7.49929e-05
21.85	-0.0119064	7.49832e-05
21.86	-0.011935	7.4975e-05
21.87	-0.0119624	7.49682e-05
21.88	-0.0119885	7.49626e-05
21.89	-0.0120134	7.49583e-05
21.9	-0.0120371	7.49552e-05
21.91	-0.0120595	7.49532e-05
21.92	-0.0120807	7.49523e-05
21.93	-0.0121006	7.49523e-05
21.94	-0.0121192	7.49533e-05
21.95	-0.0121366	7.49552e-05
21.96	-0.0121528	7.49579e-05
21.97	-0.0121677	7.49613e-05
21.98	-0.0121814	7.49654e-05
21.99	-0.0121938	7.49701e-05
22	-0.012205	7.49754e-05
22.01	-0.0122149	7.49811e-05
22.02	-0.0122236	7.49873e-05
22.03	-0.0122311	7.49939e-05
22.04	-0.0122373	7.50008e-05
22.05	-0.0122423	7.50079e-05
22.06	-0.0122461	7.50152e-05
22.07	-0.0122486	7.50226e-05
22.08	-0.0122499	7.50301e-05
22.09	-0.01225	7.50376e-05
22.1	-0.0122488	7.50451e-05
22.11	-0.0122464	7.50524e-05
22.12	-0.0122428	7.50596e-05
22.13	-0.012238	7.50665e-05
22.14	-0.012232	7.50731e-05
22.15	-0.0122248	7.50794e-05
22.16	-0.0122163	7.50853e-05
22.17	-0.0122066	7.50907e-05
22.18	-0.0121958	7.50956e-05
22.19	-0.0121837	7.50999e-05
22.2	-0.0121705	7.51036e-05
22.21	-0.012156	7.51066e-05
22.22	-0.0121404	7.51088e-05
22.23	-0.0121236	7.51103e-05
22.24	-0.0121056	7.51109e-05
22.25	-0.0120864	7.51106e-05
22.26	-0.0120661	7.51093e-05
22.27	-0.0120445	7.51071e-05
22.28	-0.0120219	7.51037e-05
22.29	-0.011998	7.50993e-05
22.3	-0.011973	7.50938e-05
22.31	-0.0119469	7.5087e-05
22.32	-0.0119196	7.5079e-05
22.33	-0.0118912	7.50697e-05
22.34	-0.0118616	7.5059e-05
22.35	-0.0118309	7.5047e-05
22.36	-0.0117991	7.50335e-05
22.37	-0.0117662	7.50185e-05
22.38	-0.0117321	7.50021e-05
22.39	-0.011697	7.4984e-05
22.4	-0.0116607	7.49644e-05
22.41	-0.0116233	7.49432e-05
22.42	-0.0115849	7.49202e-05
22.43	-0.0115454	7.48956e-05
22.44	-0.0115047	7.48692e-05
22.45	-0.011463	7.4841e-05
22.46	-0.0114203	7.48109e-05
22.47	-0.0113765	7.47791e-05
22.48	-0.0113316	7.47453e-05
22.49	-0.0112857	7.47096e-05
22.5	-0.0112387	7.46719e-05
22.51	-0.0111907	7.46323e-05
22.52	-0.0111417	7.45907e-05
22.53	-0.0110917	7.4547e-05
22.54	-0.0110406	7.45012e-05
22.55	-0.0109885	7.44533e-05
22.56	-0.0109355	7.44034e-05
22.57	-0.0108814	7.43512e-05
22.58	-0.0108264	7.42969e-05
22.59	-0.0107704	7.42405e-05
22.6	-0.0107134	7.41818e-05
22.61	-0.0106554	7.41208e-05
22.62	-0.0105965	7.40576e-05
22.63	-0.0105366	7.39922e-05
22.64	-0.0104758	7.39245e-05
22.65	-0.0104141	7.38544e-05
22.66	-0.0103515	7.37821e-05
22.67	-0.0102879	7.37074e-05
22.68	-0.0102234	7.36304e-05
22.69	-0.010158	7.3551e-05
22.7	-0.0100918	7.34693e-05
22.71	-0.0100246	7.33852e-05
22.72	-0.00995659	7.32987e-05
22.73	-0.0098877	7.32098e-05
22.74	-0.00981794	7.31185e-05
22.75	-0.00974734	7.30249e-05
22.76	-0.0096759	7.29288e-05
22.77	-0.00960363	7.28303e-05
22.78	-0.00953053	7.27294e-05
22.79	-0.00945662	7.26262e-05
22.8	-0.00938191	7.25205e-05
22.81	-0.00930639	7.24124e-05
22.82	-0.00923009	7.23019e-05
22.83	-0.00915302	7.2189e-05
22.84	-0.00907517	7.20737e-05
22.85	-0.00899656	7.1956e-05
22.86	-0.00891721	7.1836e-05
22.87	-0.00883711	7.17136e-05
22.88	-0.00875628	7.15888e-05
22.89	-0.00867473	7.14616e-05
22.9	-0.00859247	7.13321e-05
22.91	-0.0085095	7.12003e-05
22.92	-0.00842584	7.10662e-05
22.93	-0.0083415	7.09297e-05
22.94	-0.00825648	7.0791e-05
22.95	-0.0081708	7.065e-05
22.96	-0.00808447	7.05067e-05
22.97	-0.00799749	7.03612e-05
22.98	-0.00790987	7.02134e-05
22.99	-0.00782163	7.00635e-05
23	-0.00773278	6.99114e-05
23.01	-0.00764332	6.97571e-05
23.02	-0.00755327	6.96007e-05
23.03	-0.00746264	6.94421e-05
23.04	-0.00737142	6.92815e-05
23.05	-0.00727965	6.91188e-05
23.06	-0.00718732	6.8954e-05
23.07	-0.00709445	6.87873e-05
23.08	-0.00700105	6.86185e-05
23.09	-0.00690712	6.84478e-05
23.1	-0.00681268	6.82751e-05
23.11	-0.00671774	6.81006e-05
23.12	-0.00662231	6.79241e-05
23.13	-0.0065264	6.77458e-05
23.14	-0.00643001	6.75658e-05
23.15	-0.00633317	6.73839e-05
23.16	-0.00623588	6.72003e-05
23.17	-0.00613814	6.70149e-05
23.18	-0.00603998	6.68279e-05
23.19	-0.00594141	6.66392e-05
23.2	-0.00584242	6.6449e-05
23.21	-0.00574304	6.62571e-05
23.22	-0.00564328	6.60637e-05
23.23	-0.00554314	6.58689e-05
23.24	-0.00544263	6.56725e-05
23.25	-0.00534178	6.54747e-05
23.26	-0.00524058	6.52756e-05
23.27	-0.00513904	6.50751e-05
23.28	-0.00503719	6.48733e-05
23.29	-0.00493503	6.46702e-05
23.3	-0.00483256	6.44659e-05
23.31	-0.00472981	6.42604e-05
23.32	-0.00462678	6.40537e-05
23.33	-0.00452349	6.3846e-05
23.34	-0.00441994	6.36372e-05
23.35	-0.00431614	6.34274e-05
23.36	-0.00421211	6.32166e-05
23.37	-0.00410785	6.30049e-05
23.38	-0.00400339	6.27923e-05
23.39	-0.00389872	6.25788e-05
23.4	-0.00379385	6.23646e-05
23.41	-0.00368881	6.21495e-05
23.42	-0.0035836	6.19338e-05
23.43	-0.00347824	6.17174e-05
23.44	-0.00337272	6.15004e-05
23.45	-0.00326707	6.12828e-05
23.46	-0.00316129	6.10647e-05
23.47	-0.00305539	6.08461e-05
23.48	-0.00294939	6.0627e-05
23.49	-0.0028433	6.04076e-05
23.5	-0.00273713	6.01878e-05
23.51	-0.00263088	5.99677e-05
23.52	-0.00252457	5.97473e-05
23.53	-0.00241821	5.95267e-05
23.54	-0.00231182	5.9306e-05
23.55	-0.00220539	5.90851e-05
23.56	-0.00209894	5.88642e-05
23.57	-0.00199249	5.86432e-05
23.58	-0.00188604	5.84222e-05
23.59	-0.0017796	5.82013e-05
23.6	-0.00167319	5.79805e-05
23.61	-0.00156681	5.77599e-05
23.62	-0.00146048	5.75394e-05
23.63	-0.00135421	5.73192e-05
23.64	-0.001248	5.70993e-05
23.65	-0.00114186	5.68796e-05
23.66	-0.00103582	5.66604e-05
23.67	-0.000929872	5.64416e-05
23.68	-0.000824033	5.62232e-05
23.69	-0.000718313	5.60053e-05
23.7	-0.000612722	5.5788e-05
23.71	-0.00050727	5.55713e-05
23.72	-0.000401968	5.53552e-05
23.73	-0.000296826	5.51398e-05
23.74	-0.000191854	5.49251e-05
23.75	-8.70621e-05	5.47111e-05
23.76	1.75394e-05	5.4498e-05
23.77	0.00012194	5.42856e-05
23.78	0.000226131	5.40742e-05
23.79	0.000330101	5.38637e-05
23.8	0.00043384	5.36541e-05
23.81	0.000537339	5.34455e-05
23.82	0.000640587	5.3238e-05
23.83	0.000743575	5.30315e-05
23.84	0.000846293	5.28262e-05
23.85	0.000948732	5.2622e-05
23.86	0.00105088	5.24189e-05
23.87	0.00115273	5.22171e-05
23.88	0.00125427	5.20166e-05
23.89	0.00135549	5.18173e-05
23.9	0.00145639	5.16194e-05
23.91	0.00155695	5.14228e-05
23.92	0.00165716	5.12276e-05
23.93	0.00175701	5.10339e-05
23.94	0.0018565	5.08416e-05
23.95	0.00195561	5.06507e-05
23.96	0.00205434	5.04614e-05
23.97	0.00215268	5.02737e-05
23.98	0.00225062	5.00875e-05
23.99	0.00234814	4.99029e-05
24	0.00244525	4.97199e-05
24.01	0.00254192	4.95387e-05
24.02	0.00263816	4.93591e-05
24.03	0.00273395	4.91812e-05
24.04	0.00282928	4.9005e-05
24.05	0.00292415	4.88306e-05
24.06	0.00301855	4.8658e-05
24.07	0.00311247	4.84872e-05
24.08	0.0032059	4.83182e-05
24.09	0.00329883	4.81511e-05
24.1	0.00339125	4.79859e-05
24.11	0.00348316	4.78225e-05
24.12	0.00357454	4.76611e-05
24.13	0.0036654	4.75016e-05
24.14	0.00375571	4.7344e-05
24.15	0.00384548	4.71884e-05
24.16	0.00393469	4.70348e-05
24.17	0.00402334	4.68832e-05
24.18	0.00411142	4.67336e-05
24.19	0.00419892	4.6586e-05
24.2	0.00428584	4.64405e-05
24.21	0.00437216	4.6297e-05
24.22	0.00445788	4.61555e-05
24.23	0.00454299	4.60162e-05
24.24	0.00462748	4.58789e-05
24.25	0.00471135	4.57437e-05
24.26	0.00479459	4.56106e-05
24.27	0.0048772	4.54797e-05
24.28	0.00495916	4.53508e-05
24.29	0.00504046	4.52241e-05
24.3	0.00512111	4.50994e-05
24.31	0.0052011	4.49769e-05
24.32	0.00528041	4.48566e-05
24.33	0.00535904	4.47384e-05
24.34	0.00543699	4.46223e-05
24.35	0.00551424	4.45083e-05
24.36	0.0055908	4.43965e-05
24.37	0.00566665	4.42869e-05
24.38	0.00574179	4.41793e-05
24.39	0.00581622	4.40739e-05
24.4	0.00588992	4.39707e-05
24.41	0.00596289	4.38695e-05
24.42	0.00603513	4.37705e-05
24.43	0.00610663	4.36736e-05
24.44	0.00617738	4.35788e-05
24.45	0.00624738	4.34862e-05
24.46	0.00631662	4.33956e-05
24.47	0.00638509	4.33071e-05
24.48	0.0064528	4.32207e-05
24.49	0.00651974	4.31364e-05
24.5	0.00658589	4.30541e-05
24.51	0.00665126	4.29739e-05
24.52	0.00671585	4.28957e-05
24.53	0.00677963	4.28196e-05
24.54	0.00684262	4.27454e-05
24.55	0.00690481	4.26733e-05
24.56	0.00696618	4.26031e-05
24.57	0.00702675	4.2535e-05
24.58	0.00708649	4.24687e-05
24.59	0.00714541	4.24045e-05
24.6	0.00720351	4.23421e-05
24.61	0.00726078	4.22816e-05
24.62	0.00731721	4.2223e-05
24.63	0.0073728	4.21663e-05
24.64	0.00742755	4.21115e-05
24.65	0.00748145	4.20584e-05
24.66	0.0075345	4.20072e-05
24.67	0.0075867	4.19577e-05
24.68	0.00763804	4.19101e-05
24.69	0.00768852	4.18641e-05
24.7	0.00773813	4.18199e-05
24.71	0.00778688	4.17773e-05
24.72	0.00783475	4.17365e-05
24.73	0.00788175	4.16972e-05
24.74	0.00792787	4.16596e-05
24.75	0.00797311	4.16236e-05
24.76	0.00801747	4.15892e-05
24.77	0.00806094	4.15563e-05
24.78	0.00810353	4.15249e-05
24.79	0.00814522	4.1495e-05
24.8	0.00818602	4.14665e-05
24.81	0.00822592	4.14395e-05
24.82	0.00826493	4.14139e-05
24.83	0.00830303	4.13897e-05
24.84	0.00834023	4.13668e-05
24.85	0.00837653	4.13452e-05
24.86	0.00841192	4.13249e-05
24.87	0.0084464	4.13059e-05
24.88	0.00847997	4.12881e-05
24.89	0.00851263	4.12714e-05
24.9	0.00854437	4.1256e-05
24.91	0.0085752	4.12416e-05
24.92	0.00860512	4.12284e-05
24.93	0.00863412	4.12162e-05
24.94	0.0086622	4.12051e-05
24.95	0.00868936	4.11949e-05
24.96	0.0087156	4.11857e-05
24.97	0.00874091	4.11775e-05
24.98	0.00876531	4.11701e-05
24.99	0.00878878	4.11636e-05
25	0.00881133	4.1158e-05
25.01	0.00883296	4.11532e-05
25.02	0.00885366	4.11491e-05
25.03	0.00887343	4.11457e-05
25.04	0.00889228	4.11431e-05
25.05	0.00891021	4.11411e-05
25.06	0.00892721	4.11397e-05
25.07	0.00894329	4.1139e-05
25.08	0.00895844	4.11388e-05
25.09	0.00897266	4.11391e-05
25.1	0.00898597	4.11399e-05
25.11	0.00899834	4.11412e-05
25.12	0.0090098	4.11429e-05
25.13	0.00902033	4.1145e-05
25.14	0.00902994	4.11474e-05
25.15	0.00903863	4.11502e-05
25.16	0.0090464	4.11532e-05
25.17	0.00905325	4.11565e-05
25.18	0.00905918	4.116e-05
25.19	0.00906419	4.11638e-05
25.2	0.00906829	4.11676e-05
25.21	0.00907147	4.11716e-05
25.22	0.00907374	4.11756e-05
25.23	0.0090751	4.11797e-05
25.24	0.00907555	4.11839e-05
25.25	0.00907509	4.1188e-05
25.26	0.00907372	4.1192e-05
25.27	0.00907145	4.1196e-05
25.28	0.00906828	4.11999e-05
25.29	0.0090642	4.12036e-05
25.3	0.00905923	4.12071e-05
25.31	0.00905336	4.12104e-05
25.32	0.00904659	4.12135e-05
25.33	0.00903894	4.12163e-05
25.34	0.00903039	4.12188e-05
25.35	0.00902096	4.1221e-05
25.36	0.00901064	4.12228e-05
25.37	0.00899944	4.12242e-05
25.38	0.00898736	4.12252e-05
25.39	0.00897441	4.12258e-05
25.4	0.00896059	4.12258e-05
25.41	0.00894589	4.12254e-05
25.42	0.00893033	4.12244e-05
25.43	0.0089139	4.12228e-05
25.44	0.00889662	4.12207e-05
25.45	0.00887848	4.12179e-05
25.46	0.00885948	4.12145e-05
25.47	0.00883963	4.12104e-05
25.48	0.00881894	4.12056e-05
25.49	0.00879741	4.12e-05
25.5	0.00877503	4.11938e-05
25.51	0.00875183	4.11867e-05
25.52	0.00872779	4.11789e-05
25.53	0.00870292	4.11702e-05
25.54	0.00867723	4.11607e-05
25.55	0.00865072	4.11503e-05
25.56	0.0086234	4.1139e-05
25.57	0.00859526	4.11268e-05
25.58	0.00856632	4.11137e-05
25.59	0.00853658	4.10996e-05
25.6	0.00850605	4.10846e-05
25.61	0.00847471	4.10686e-05
25.62	0.00844259	4.10515e-05
25.63	0.00840969	4.10334e-05
25.64	0.00837601	4.10143e-05
25.65	0.00834156	4.09941e-05
25.66	0.00830633	4.09728e-05
25.67	0.00827035	4.09504e-05
25.68	0.0082336	4.0927e-05
25.69	0.0081961	4.09023e-05
25.7	0.00815786	4.08766e-05
25.71	0.00811887	4.08497e-05
25.72	0.00807914	4.08216e-05
25.73	0.00803868	4.07923e-05
25.74	0.00799749	4.07618e-05
25.75	0.00795558	4.07301e-05
25.76	0.00791295	4.06972e-05
25.77	0.00786962	4.06631e-05
25.78	0.00782558	4.06277e-05
25.79	0.00778084	4.05911e-05
25.8	0.00773541	4.05532e-05
25.81	0.00768929	4.0514e-05
25.82	0.00764249	4.04736e-05
25.83	0.00759501	4.04319e-05
25.84	0.00754687	4.03889e-05
25.85	0.00749806	4.03446e-05
25.86	0.00744859	4.0299e-05
25.87	0.00739848	4.02521e-05
25.88	0.00734772	4.02039e-05
25.89	0.00729632	4.01544e-05
25.9	0.00724429	4.01035e-05
25.91	0.00719163	4.00514e-05
25.92	0.00713835	3.99979e-05
25.93	0.00708447	3.99431e-05
25.94	0.00702997	3.9887e-05
25.95	0.00697488	3.98296e-05
25.96	0.00691919	3.97708e-05
25.97	0.00686292	3.97107e-05
25.98	0.00680607	3.96494e-05
25.99	0.00674864	3.95866e-05
26	0.00669065	3.95226e-05
26.01	0.0066321	3.94573e-05
26.02	0.006573	3.93907e-05
26.03	0.00651335	3.93228e-05
26.04	0.00645317	3.92535e-05
26.05	0.00639245	3.9183e-05
26.06	0.00633121	3.91112e-05
26.07	0.00626946	3.90382e-05
26.08	0.00620719	3.89638e-05
26.09	0.00614442	3.88882e-05
26.1	0.00608116	3.88114e-05
26.11	0.00601741	3.87333e-05
26.12	0.00595318	3.86539e-05
26.13	0.00588847	3.85734e-05
26.14	0.0058233	3.84916e-05
26.15	0.00575767	3.84086e-05
26.16	0.00569159	3.83245e-05
26.17	0.00562507	3.82391e-05
26.18	0.00555811	3.81526e-05
26.19	0.00549072	3.80649e-05
26.2	0.00542291	3.79761e-05
26.21	0.00535468	3.78862e-05
26.22	0.00528605	3.77951e-05
26.23	0.00521703	3.7703e-05
26.24	0.00514761	3.76098e-05
26.25	0.00507781	3.75154e-05
26.26	0.00500763	3.74201e-05
26.27	0.00493709	3.73237e-05
26.28	0.00486618	3.72263e-05
26.29	0.00479493	3.71279e-05
26.3	0.00472333	3.70285e-05
26.31	0.00465139	3.69281e-05
26.32	0.00457913	3.68268e-05
26.33	0.00450655	3.67245e-05
26.34	0.00443365	3.66214e-05
26.35	0.00436045	3.65173e-05
26.36	0.00428695	3.64124e-05
26.37	0.00421316	3.63066e-05
26.38	0.00413909	3.62e-05
26.39	0.00406475	3.60926e-05
26.4	0.00399014	3.59844e-05
26.41	0.00391528	3.58754e-05
26.42	0.00384016	3.57657e-05
26.43	0.00376481	3.56552e-05
26.44	0.00368922	3.55441e-05
26.45	0.0036134	3.54322e-05
26.46	0.00353737	3.53197e-05
26.47	0.00346113	3.52066e-05
26.48	0.00338469	3.50928e-05
26.49	0.00330805	3.49785e-05
26.5	0.00323123	3.48635e-05
26.51	0.00315424	3.47481e-05
26.52	0.00307707	3.46321e-05
26.53	0.00299974	3.45156e-05
26.54	0.00292226	3.43986e-05
26.55	0.00284463	3.42812e-05
26.56	0.00276687	3.41634e-05
26.57	0.00268898	3.40452e-05
26.58	0.00261097	3.39265e-05
26.59	0.00253284	3.38076e-05
26.6	0.00245461	3.36883e-05
26.61	0.00237628	3.35687e-05
26.62	0.00229787	3.34488e-05
26.63	0.00221937	3.33287e-05
26.64	0.0021408	3.32083e-05
26.65	0.00206217	3.30878e-05
26.66	0.00198348	3.2967e-05
26.67	0.00190474	3.28461e-05
26.68	0.00182596	3.27251e-05
26.69	0.00174714	3.2604e-05
26.7	0.0016683	3.24828e-05
26.71	0.00158945	3.23615e-05
26.72	0.00151058	3.22403e-05
26.73	0.00143172	3.2119e-05
26.74	0.00135286	3.19977e-05
26.75	0.00127401	3.18765e-05
26.76	0.00119519	3.17553e-05
26.77	0.0011164	3.16343e-05
26.78	0.00103764	3.15134e-05
26.79	0.000958935	3.13926e-05
26.8	0.00088028	3.12719e-05
26.81	0.000801687	3.11515e-05
26.82	0.000723163	3.10313e-05
26.83	0.000644716	3.09113e-05
26.84	0.000566353	3.07916e-05
26.85	0.000488083	3.06722e-05
26.86	0.000409912	3.05531e-05
26.87	0.000331849	3.04344e-05
26.88	0.000253901	3.0316e-05
26.89	0.000176076	3.01979e-05
26.9	9.83815e-05	3.00803e-05
26.91	2.08244e-05	2.99631e-05
26.92	-5.65874e-05	2.98464e-05
26.93	-0.000133846	2.97301e-05
26.94	-0.000210945	2.96144e-05
26.95	-0.000287877	2.94991e-05
26.96	-0.000364633	2.93844e-05
26.97	-0.000441207	2.92702e-05
26.98	-0.000517591	2.91566e-05
26.99	-0.000593779	2.90437e-05
27	-0.000669762	2.89313e-05
27.01	-0.000745534	2.88196e-05
27.02	-0.000821088	2.87085e-05
27.03	-0.000896416	2.85982e-05
27.04	-0.000971511	2.84885e-05
27.05	-0.00104637	2.83795e-05
27.06	-0.00112097	2.82713e-05
27.07	-0.00119533	2.81638e-05
27.08	-0.00126942	2.80571e-05
27.09	-0.00134325	2.79512e-05
27.1	-0.0014168	2.78461e-05
27.11	-0.00149007	2.77419e-05
27.12	-0.00156305	2.76384e-05
27.13	-0.00163574	2.75359e-05
27.14	-0.00170812	2.74342e-05
27.15	-0.0017802	2.73334e-05
27.16	-0.00185196	2.72335e-05
27.17	-0.0019234	2.71345e-05
27.18	-0.00199452	2.70364e-05
27.19	-0.00206529	2.69393e-05
27.2	-0.00213573	2.68432e-05
27.21	-0.00220582	2.6748e-05
27.22	-0.00227555	2.66538e-05
27.23	-0.00234493	2.65606e-05
27.24	-0.00241394	2.64685e-05
27.25	-0.00248258	2.63773e-05
27.26	-0.00255083	2.62872e-05
27.27	-0.00261871	2.61981e-05
27.28	-0.00268619	2.61101e-05
27.29	-0.00275327	2.60232e-05
27.3	-0.00281996	2.59373e-05
27.31	-0.00288623	2.58525e-05
27.32	-0.00295209	2.57688e-05
27.33	-0.00301753	2.56862e-05
27.34	-0.00308254	2.56047e-05
27.35	-0.00314712	2.55244e-05
27.36	-0.00321127	2.54451e-05
27.37	-0.00327497	2.5367e-05
27.38	-0.00333822	2.529e-05
27.39	-0.00340102	2.52142e-05
27.4	-0.00346336	2.51395e-05
27.41	-0.00352523	2.50659e-05
27.42	-0.00358664	2.49935e-05
27.43	-0.00364757	2.49223e-05
27.44	-0.00370801	2.48522e-05
27.45	-0.00376798	2.47833e-05
27.46	-0.00382745	2.47156e-05
27.47	-0.00388642	2.4649e-05
27.48	-0.0039449	2.45836e-05
27.49	-0.00400287	2.45194e-05
27.5	-0.00406033	2.44563e-05
27.51	-0.00411727	2.43944e-05
27.52	-0.0041737	2.43337e-05
27.53	-0.0042296	2.42742e-05
27.54	-0.00428497	2.42158e-05
27.55	-0.0043398	2.41586e-05
27.56	-0.0043941	2.41026e-05
27.57	-0.00444786	2.40478e-05
27.58	-0.00450107	2.39941e-05
27.59	-0.00455373	2.39415e-05
27.6	-0.00460583	2.38902e-05
27.61	-0.00465737	2.384e-05
27.62	-0.00470835	2.37909e-05
27.63	-0.00475876	2.3743e-05
27.64	-0.0048086	2.36962e-05
27.65	-0.00485787	2.36505e-05
27.66	-0.00490655	2.3606e-05
27.67	-0.00495465	2.35626e-05
27.68	-0.00500217	2.35203e-05
27.69	-0.00504909	2.34792e-05
27.7	-0.00509542	2.34391e-05
27.71	-0.00514115	2.34001e-05
27.72	-0.00518629	2.33622e-05
27.73	-0.00523081	2.33254e-05
27.74	-0.00527473	2.32897e-05
27.75	-0.00531804	2.3255e-05
27.76	-0.00536074	2.32213e-05
27.77	-0.00540281	2.31887e-05
