t	Theta Leapfrog	Energy 
0	0.1
0.2	0.1
0.4	0.092
0.6	0.084
0.8	0.06928
1	0.05456
1.2	0.0354752
1.4	0.0163904
1.6	-0.00400563
1.8	-0.0244017
2	-0.0428456
2.2	-0.0612895
2.4	-0.0748302
2.6	-0.0883709
2.8	-0.094842
3	-0.101313
3.2	-0.0996791
3.4	-0.0980451
3.6	-0.0885675
3.8	-0.0790899
4	-0.0632852
4.2	-0.0474804
4.4	-0.0278772
4.6	-0.00827394
4.8	0.0119912
5	0.0322563
5.2	0.0499409
5.4	0.0676256
5.6	0.0799001
5.8	0.0921747
6	0.0970753
6.2	0.101976
6.4	0.0987185
6.6	0.095461
6.8	0.0845666
7	0.0736723
7.2	0.0568841
7.4	0.040096
7.6	0.0201002
7.8	0.000104381
8	-0.0198998
8.2	-0.0399039
8.4	-0.0567158
8.6	-0.0735276
8.8	-0.0844573
9	-0.0953869
9.2	-0.0986856
9.4	-0.101984
9.6	-0.0971242
9.8	-0.0922642
10	-0.080023
10.2	-0.0677818
10.4	-0.050118
10.6	-0.0324543
10.8	-0.0121942
11	0.00806585
11.2	0.0276807
11.4	0.0472955
11.6	0.0631266
11.8	0.0789578
12	0.0884724
12.2	0.0979869
12.4	0.0996625
12.6	0.101338
12.8	0.0949067
13	0.0884752
13.2	0.0749657
13.4	0.0614563
13.6	0.0430303
13.8	0.0246043
14	0.00421
14.2	-0.0161843
14.4	-0.0352839
14.6	-0.0543835
14.8	-0.0691324
15	-0.0838812
15.2	-0.0919196
15.4	-0.099958
15.6	-0.0999998
15.8	-0.100042
16	-0.09208
16.2	-0.0841184
16.4	-0.0694274
16.6	-0.0547363
16.8	-0.0356664
17	-0.0165964
17.2	0.00380124
17.4	0.0241989
17.6	0.0426607
17.8	0.0611224
18	0.0746944
18.2	0.0882663
18.4	0.094777
18.6	0.101288
18.8	0.0996953
19	0.0981029
19.2	0.0886623
19.4	0.0792217
19.6	0.0634434
19.8	0.0476651
20	0.0280735
20.2	0.008482
20.4	-0.0117881
20.6	-0.0320582
20.8	-0.0497636
21	-0.0674691
21.2	-0.079777
21.4	-0.0920849
21.6	-0.097026
21.8	-0.101967
22	-0.0987509
22.2	-0.0955346
22.4	-0.0846756
22.6	-0.0738166
22.8	-0.0570523
23	-0.0402879
23.2	-0.0203005
23.4	-0.000313143
23.6	0.0196993
23.8	0.0397117
24	0.0565472
24.2	0.0733827
24.4	0.0843476
24.6	0.0953125
24.8	0.0986523
25	0.101992
25.2	0.0971727
25.4	0.0923532
25.6	0.0801455
25.8	0.0679377
26	0.0502949
26.2	0.0326522
26.4	0.0123972
26.6	-0.00785772
26.8	-0.0274841
27	-0.0471104
27.2	-0.0629679
27.4	-0.0788254
27.6	-0.0883768
27.8	-0.0979283
28	-0.0996455
28.2	-0.101363
28.4	-0.0949709
28.6	-0.0885791
28.8	-0.0751009
29	-0.0616228
29.2	-0.0432148
29.4	-0.0248069
29.6	-0.00441436
29.8	0.0159782
30	0.0350924
30.2	0.0542067
30.4	0.0689844
30.6	0.0837621
30.8	0.0918389
31	0.0999157
31.2	0.0999992
31.4	0.100083
31.6	0.0921596
31.8	0.0842365
32	0.0695744
32.2	0.0549124
32.4	0.0358574
32.6	0.0168024
32.8	-0.00359684
33	-0.023996
33.2	-0.0424756
33.4	-0.0609551
33.6	-0.0745582
33.8	-0.0881613
34	-0.0947115
34.2	-0.101262
34.4	-0.099711
34.6	-0.0981603
34.8	-0.0887567
35	-0.0793532
35.2	-0.0636014
35.4	-0.0478496
35.6	-0.0282698
35.8	-0.00869002
36	0.011585
36.2	0.0318599
36.4	0.0495861
36.6	0.0673123
36.8	0.0796535
37	0.0919947
37.2	0.0969763
37.4	0.101958
37.6	0.0987829
37.8	0.0956079
38	0.0847843
38.2	0.0739606
38.4	0.0572201
38.6	0.0404796
38.8	0.0205008
39	0.000521904
39.2	-0.0194987
39.4	-0.0395193
39.6	-0.0563784
39.8	-0.0732375
40	-0.0842375
40.2	-0.0952376
40.4	-0.0986187
40.6	-0.102
40.8	-0.0972208
41	-0.0924419
41.2	-0.0802676
41.4	-0.0680934
41.6	-0.0504716
41.8	-0.0328499
42	-0.0126002
42.2	0.00764956
42.4	0.0272873
42.6	0.0469251
42.8	0.0628088
43	0.0786926
43.2	0.0882809
43.4	0.0978693
43.6	0.0996281
43.8	0.101387
44	0.0950348
44.2	0.0886826
44.4	0.0752359
44.6	0.0617891
44.8	0.0433992
45	0.0250093
45.2	0.00461869
45.4	-0.0157719
45.6	-0.0349008
45.8	-0.0540297
46	-0.0688362
46.2	-0.0836427
46.4	-0.0917578
46.6	-0.0998729
46.8	-0.0999981
47	-0.100123
47.2	-0.0922388
47.4	-0.0843541
47.6	-0.0697212
47.8	-0.0550883
48	-0.0360483
48.2	-0.0170082
48.4	0.00339242
48.6	0.0237931
48.8	0.0422903
49	0.0607875
49.2	0.0744217
49.4	0.088056
49.6	0.0946457
49.8	0.101235
50	0.0997263
50.2	0.0982172
50.4	0.0888508
50.6	0.0794843
50.8	0.0637591
51	0.0480339
51.2	0.0284659
51.4	0.00889801
51.6	-0.0113818
51.8	-0.0316615
52	-0.0494084
52.2	-0.0671552
52.4	-0.0795296
52.6	-0.0919041
52.8	-0.0969262
53	-0.101948
53.2	-0.0988145
53.4	-0.0956808
53.6	-0.0848925
53.8	-0.0741043
54	-0.0573878
54.2	-0.0406712
54.4	-0.0207009
54.6	-0.000730662
54.8	0.0192981
55	0.0393268
55.2	0.0562093
55.4	0.0730919
55.6	0.0841271
55.8	0.0951624
56	0.0985846
56.2	0.102007
56.4	0.0972685
56.6	0.0925302
56.8	0.0803895
57	0.0682487
57.2	0.0506481
57.4	0.0330475
57.6	0.0128031
57.8	-0.00744137
58	-0.0270905
58.2	-0.0467396
58.4	-0.0626496
58.6	-0.0785595
58.8	-0.0881847
59	-0.0978099
59.2	-0.0996103
59.4	-0.101411
59.6	-0.0950982
59.8	-0.0887858
60	-0.0753704
60.2	-0.0619551
60.4	-0.0435834
60.6	-0.0252117
60.8	-0.00482301
61	0.0155656
61.2	0.0347091
61.4	0.0538525
61.6	0.0686877
61.8	0.0835229
62	0.0916763
62.2	0.0998296
62.4	0.0999967
62.6	0.100164
62.8	0.0923176
63	0.0844715
63.2	0.0698677
63.4	0.0552639
63.6	0.036239
63.8	0.0172141
64	-0.00318799
