t	Theta RK	Energy 
174.4	0.00392902	0.00499615
174.6	0.0236944	0.00499613
174.8	0.0425151	0.004996
175	0.0596409	0.0049956
175.2	0.0743891	0.00499485
175.4	0.0861717	0.00499383
175.6	0.0945189	0.00499279
175.8	0.0990981	0.0049921
176	0.0997267	0.00499199
176.2	0.0963796	0.00499251
176.4	0.0891902	0.00499347
176.6	0.0784452	0.00499452
176.8	0.0645729	0.00499537
177	0.0481264	0.00499586
177.2	0.0297613	0.00499605
177.4	0.0102098	0.00499608
177.6	-0.00974873	0.00499607
177.8	-0.0293186	0.00499604
178	-0.0477197	0.00499585
178.2	-0.0642183	0.00499535
178.4	-0.0781568	0.0049945
178.6	-0.0889796	0.00499344
178.8	-0.096255	0.00499247
179	-0.0996932	0.00499193
179.2	-0.0991571	0.00499201
179.4	-0.0946679	0.00499269
179.6	-0.0864048	0.00499371
179.8	-0.0746971	0.00499473
180	-0.0600115	0.00499548
180.2	-0.0429335	0.00499588
180.4	-0.024144	0.004996
180.6	-0.00439196	0.00499601
180.8	0.0155351	0.004996
181	0.0348429	0.00499594
181.2	0.0527616	0.00499567
181.4	0.0685769	0.00499507
181.6	0.0816584	0.00499413
181.8	0.0914844	0.00499306
182	0.0976633	0.00499219
182.2	0.0999488	0.00499182
182.4	0.0982498	0.00499209
182.6	0.0926339	0.0049929
182.8	0.0833252	0.00499395
183	0.0706946	0.00499491
183.2	0.0552457	0.00499556
183.4	0.0375945	0.00499586
183.6	0.0184445	0.00499594
183.8	-0.00144077	0.00499594
184	-0.0212686	0.00499592
184.2	-0.0402485	0.00499582
184.4	-0.0576238	0.00499547
184.6	-0.072702	0.00499476
184.8	-0.0848817	0.00499375
185	-0.0936776	0.0049927
185.2	-0.098739	0.00499195
185.4	-0.099864	0.00499176
185.6	-0.0970079	0.00499221
185.8	-0.0902845	0.00499313
186	-0.0799618	0.00499419
186.2	-0.0664514	0.00499507
186.4	-0.0502919	0.00499561
186.6	-0.0321275	0.00499583
186.8	-0.0126823	0.00499587
187	0.0072685	0.00499587
187.2	0.0269295	0.00499584
187.4	0.0455169	0.00499568
187.6	0.0622897	0.00499523
187.8	0.0765793	0.00499442
188	0.087816	0.00499337
188.2	0.0955518	0.00499237
188.4	0.0994784	0.00499176
188.6	0.0994392	0.00499176
188.8	0.0954357	0.00499237
189	0.0876277	0.00499337
189.2	0.0763263	0.0049944
189.4	0.0619821	0.0049952
189.6	0.0451669	0.00499564
189.8	0.0265512	0.00499578
190	0.00687695	0.0049958
190.2	-0.0130714	0.0049958
190.4	-0.0324986	0.00499575
190.6	-0.0506303	0.00499551
190.8	-0.0667435	0.00499496
191	-0.0801959	0.00499406
191.2	-0.0904512	0.00499299
191.4	-0.0971006	0.00499207
191.6	-0.099879	0.00499162
191.8	-0.0986757	0.00499181
192	-0.0935385	0.00499257
192.2	-0.0846724	0.00499361
192.4	-0.0724308	0.0049946
192.6	-0.0573016	0.00499529
192.8	-0.0398881	0.00499563
193	-0.0208845	0.00499573
193.2	-0.00104828	0.00499573
193.4	0.0188297	0.00499572
193.6	0.037957	0.00499563
193.8	0.0555711	0.00499532
194	0.0709698	0.00499466
194.2	0.0835392	0.00499368
194.4	0.0927783	0.00499262
194.6	0.0983187	0.00499181
194.8	0.0999395	0.00499154
195	0.0975761	0.00499191
195.2	0.0913228	0.00499279
195.4	0.0814289	0.00499385
195.6	0.0682887	0.00499477
195.8	0.0524262	0.00499536
196	0.0344736	0.00499561
196.2	0.0151468	0.00499566
196.4	-0.00478387	0.00499566
196.6	-0.0245238	0.00499564
196.8	-0.043286	0.0049955
197	-0.0603226	0.00499509
197.2	-0.0749544	0.00499433
197.4	-0.0865981	0.00499329
197.6	-0.0947894	0.00499227
197.8	-0.0992019	0.00499159
198	-0.0996596	0.00499152
198.2	-0.0961443	0.00499206
198.4	-0.0887961	0.00499303
198.6	-0.077908	0.00499408
198.8	-0.0639141	0.00499491
199	-0.0473722	0.00499539
199.2	-0.0289418	0.00499557
199.4	-0.00935757	0.00499559
199.6	0.0105997	0.00499559
199.8	0.0301343	0.00499555
200	0.0484676	0.00499535
