t	Theta RK	Omega RK	u	v	Energy
12.234	-0.136407	-0.00814801	1.03999	-1.14356	2.02
12.235	-0.13536	-0.00929801	1.05285	-1.1564	2.02
12.236	-0.134301	-0.0104607	1.06548	-1.16902	2.02
12.237	-0.13323	-0.011636	1.07788	-1.18141	2.02
12.238	-0.132146	-0.0128235	1.09006	-1.19358	2.02
12.239	-0.131049	-0.0140231	1.10201	-1.20552	2.02
12.24	-0.129942	-0.0152344	1.11373	-1.21722	2.02
12.241	-0.128822	-0.0164574	1.12521	-1.22869	2.02
12.242	-0.127691	-0.0176917	1.13646	-1.23992	2.02
12.243	-0.126549	-0.0189372	1.14747	-1.25091	2.02
12.244	-0.125396	-0.0201935	1.15823	-1.26165	2.02
12.245	-0.124233	-0.0214604	1.16876	-1.27216	2.02
12.246	-0.123059	-0.0227377	1.17903	-1.28241	2.02
12.247	-0.121875	-0.0240251	1.18907	-1.29242	2.02
12.248	-0.120681	-0.0253224	1.19885	-1.30218	2.02
12.249	-0.119477	-0.0266294	1.20838	-1.31168	2.02
12.25	-0.118264	-0.0279457	1.21766	-1.32093	2.02
12.251	-0.117042	-0.0292712	1.22668	-1.32993	2.02
12.252	-0.115811	-0.0306055	1.23544	-1.33866	2.02
12.253	-0.114571	-0.0319484	1.24395	-1.34714	2.02
12.254	-0.113323	-0.0332997	1.2522	-1.35535	2.02
12.255	-0.112067	-0.034659	1.26018	-1.3633	2.02
12.256	-0.110803	-0.0360262	1.2679	-1.37099	2.02
12.257	-0.109531	-0.0374009	1.27536	-1.3784	2.02
12.258	-0.108252	-0.0387829	1.28255	-1.38556	2.02
12.259	-0.106966	-0.0401719	1.28947	-1.39244	2.02
12.26	-0.105673	-0.0415677	1.29612	-1.39905	2.02
12.261	-0.104374	-0.0429699	1.3025	-1.40539	2.02
12.262	-0.103068	-0.0443784	1.30861	-1.41145	2.02
12.263	-0.101757	-0.0457927	1.31444	-1.41724	2.02
12.264	-0.10044	-0.0472128	1.32	-1.42276	2.02
12.265	-0.099117	-0.0486382	1.32529	-1.42799	2.02
12.266	-0.0977892	-0.0500687	1.3303	-1.43295	2.02
12.267	-0.0964565	-0.051504	1.33503	-1.43763	2.02
12.268	-0.0951193	-0.0529438	1.33948	-1.44203	2.02
12.269	-0.0937777	-0.0543879	1.34365	-1.44615	2.02
12.27	-0.092432	-0.055836	1.34755	-1.44999	2.02
12.271	-0.0910827	-0.0572878	1.35116	-1.45354	2.02
12.272	-0.0897298	-0.058743	1.35449	-1.45681	2.02
12.273	-0.0883738	-0.0602014	1.35753	-1.4598	2.02
12.274	-0.0870148	-0.0616625	1.3603	-1.46251	2.02
12.275	-0.0856533	-0.0631263	1.36278	-1.46492	2.02
12.276	-0.0842894	-0.0645923	1.36497	-1.46706	2.02
12.277	-0.0829234	-0.0660603	1.36689	-1.4689	2.02
12.278	-0.0815557	-0.06753	1.36851	-1.47046	2.02
12.279	-0.0801865	-0.0690011	1.36985	-1.47173	2.02
12.28	-0.0788161	-0.0704734	1.37091	-1.47272	2.02
12.281	-0.0774448	-0.0719465	1.37168	-1.47342	2.02
12.282	-0.0760728	-0.0734201	1.37216	-1.47383	2.02
12.283	-0.0747005	-0.074894	1.37236	-1.47396	2.02
12.284	-0.0733282	-0.0763679	1.37228	-1.47379	2.02
12.285	-0.0719561	-0.0778415	1.3719	-1.47334	2.02
12.286	-0.0705845	-0.0793145	1.37124	-1.4726	2.02
12.287	-0.0692137	-0.0807866	1.3703	-1.47158	2.02
12.288	-0.067844	-0.0822576	1.36907	-1.47027	2.02
12.289	-0.0664757	-0.0837271	1.36755	-1.46867	2.02
12.29	-0.065109	-0.0851948	1.36575	-1.46678	2.02
12.291	-0.0637443	-0.0866605	1.36366	-1.46461	2.02
12.292	-0.0623818	-0.0881239	1.36129	-1.46215	2.02
12.293	-0.0610218	-0.0895847	1.35864	-1.45941	2.02
12.294	-0.0596646	-0.0910427	1.3557	-1.45638	2.02
12.295	-0.0583105	-0.0924974	1.35248	-1.45307	2.02
12.296	-0.0569597	-0.0939487	1.34898	-1.44948	2.02
12.297	-0.0556126	-0.0953963	1.3452	-1.4456	2.02
12.298	-0.0542694	-0.0968398	1.34114	-1.44144	2.02
12.299	-0.0529304	-0.0982791	1.33679	-1.437	2.02
12.3	-0.0515959	-0.0997137	1.33217	-1.43228	2.02
12.301	-0.0502661	-0.101144	1.32727	-1.42728	2.02
12.302	-0.0489414	-0.102568	1.3221	-1.422	2.02
12.303	-0.047622	-0.103987	1.31665	-1.41645	2.02
12.304	-0.0463082	-0.105401	1.31092	-1.41062	2.02
12.305	-0.0450003	-0.106809	1.30492	-1.40451	2.02
12.306	-0.0436985	-0.10821	1.29865	-1.39813	2.02
12.307	-0.0424031	-0.109605	1.29211	-1.39148	2.02
12.308	-0.0411144	-0.110993	1.2853	-1.38456	2.02
12.309	-0.0398326	-0.112374	1.27821	-1.37737	2.02
12.31	-0.038558	-0.113747	1.27087	-1.36991	2.02
12.311	-0.0372909	-0.115114	1.26325	-1.36218	2.02
12.312	-0.0360316	-0.116472	1.25538	-1.35419	2.02
12.313	-0.0347803	-0.117822	1.24724	-1.34593	2.02
12.314	-0.0335372	-0.119164	1.23884	-1.33741	2.02
12.315	-0.0323027	-0.120497	1.23018	-1.32864	2.02
12.316	-0.0310769	-0.121821	1.22127	-1.3196	2.02
12.317	-0.0298602	-0.123136	1.2121	-1.31031	2.02
12.318	-0.0286528	-0.124441	1.20267	-1.30076	2.02
12.319	-0.027455	-0.125737	1.193	-1.29096	2.02
12.32	-0.0262669	-0.127023	1.18307	-1.28091	2.02
12.321	-0.0250889	-0.128299	1.1729	-1.27061	2.02
12.322	-0.0239212	-0.129564	1.16248	-1.26006	2.02
12.323	-0.022764	-0.130819	1.15182	-1.24927	2.02
12.324	-0.0216176	-0.132063	1.14091	-1.23823	2.02
12.325	-0.0204823	-0.133295	1.12977	-1.22696	2.02
12.326	-0.0193582	-0.134516	1.11839	-1.21544	2.02
12.327	-0.0182456	-0.135726	1.10678	-1.2037	2.02
12.328	-0.0171447	-0.136924	1.09493	-1.19171	2.02
12.329	-0.0160558	-0.138109	1.08286	-1.1795	2.02
12.33	-0.014979	-0.139283	1.07056	-1.16706	2.02
12.331	-0.0139147	-0.140443	1.05803	-1.15439	2.02
12.332	-0.0128631	-0.141591	1.04528	-1.1415	2.02
12.333	-0.0118242	-0.142726	1.03231	-1.12839	2.02
12.334	-0.0107985	-0.143848	1.01912	-1.11506	2.02
12.335	-0.00978607	-0.144956	1.00572	-1.10152	2.02
12.336	-0.00878714	-0.146051	0.99211	-1.08776	2.02
12.337	-0.00780192	-0.147132	0.978289	-1.07379	2.02
12.338	-0.00683063	-0.148199	0.964261	-1.05961	2.02
12.339	-0.00587347	-0.149251	0.95003	-1.04523	2.02
12.34	-0.00493064	-0.150289	0.935598	-1.03065	2.02
12.341	-0.00400234	-0.151312	0.920969	-1.01587	2.02
12.342	-0.00308876	-0.152321	0.906145	-1.0009	2.02
12.343	-0.00219011	-0.153314	0.89113	-0.985728	2.02
12.344	-0.00130657	-0.154292	0.875926	-0.97037	2.02
12.345	-0.000438319	-0.155255	0.860536	-0.954826	2.02
12.346	0.000414446	-0.156202	0.844965	-0.939099	2.02
12.347	0.00125155	-0.157133	0.829213	-0.923191	2.02
12.348	0.00207281	-0.158048	0.813286	-0.907106	2.02
12.349	0.00287806	-0.158947	0.797186	-0.890847	2.02
12.35	0.00366713	-0.15983	0.780917	-0.874418	2.02
12.351	0.00443984	-0.160696	0.764481	-0.857822	2.02
12.352	0.00519604	-0.161545	0.747882	-0.841062	2.02
12.353	0.00593555	-0.162378	0.731123	-0.824142	2.02
12.354	0.00665823	-0.163193	0.714208	-0.807064	2.02
12.355	0.00736392	-0.163992	0.697141	-0.789833	2.02
12.356	0.00805246	-0.164773	0.679924	-0.772451	2.02
12.357	0.00872372	-0.165537	0.662561	-0.754923	2.02
12.358	0.00937754	-0.166283	0.645055	-0.737252	2.02
12.359	0.0100138	-0.167011	0.627411	-0.719441	2.02
12.36	0.0106323	-0.167722	0.609631	-0.701494	2.02
12.361	0.011233	-0.168414	0.59172	-0.683415	2.02
12.362	0.0118157	-0.169088	0.573681	-0.665206	2.02
12.363	0.0123803	-0.169745	0.555517	-0.646873	2.02
12.364	0.0129267	-0.170382	0.537232	-0.628419	2.02
12.365	0.0134547	-0.171001	0.51883	-0.609846	2.02
12.366	0.0139643	-0.171602	0.500315	-0.59116	2.02
12.367	0.0144553	-0.172184	0.48169	-0.572363	2.02
12.368	0.0149277	-0.172747	0.46296	-0.55346	2.02
12.369	0.0153812	-0.17329	0.444127	-0.534454	2.02
12.37	0.0158159	-0.173815	0.425196	-0.515349	2.02
12.371	0.0162316	-0.174321	0.40617	-0.49615	2.02
12.372	0.0166282	-0.174808	0.387054	-0.476859	2.02
12.373	0.0170057	-0.175275	0.367851	-0.457481	2.02
12.374	0.0173639	-0.175723	0.348565	-0.43802	2.02
12.375	0.0177028	-0.176151	0.329201	-0.418479	2.02
12.376	0.0180223	-0.17656	0.309761	-0.398863	2.02
12.377	0.0183223	-0.176949	0.290249	-0.379175	2.02
12.378	0.0186027	-0.177318	0.270671	-0.359419	2.02
12.379	0.0188636	-0.177667	0.251029	-0.3396	2.02
12.38	0.0191048	-0.177997	0.231328	-0.319721	2.02
12.381	0.0193262	-0.178307	0.211572	-0.299787	2.02
12.382	0.0195279	-0.178597	0.191765	-0.279801	2.02
12.383	0.0197097	-0.178866	0.17191	-0.259767	2.02
12.384	0.0198717	-0.179116	0.152011	-0.23969	2.02
12.385	0.0200137	-0.179346	0.132074	-0.219573	2.02
12.386	0.0201358	-0.179555	0.112101	-0.19942	2.02
12.387	0.0202379	-0.179745	0.0920965	-0.179237	2.02
12.388	0.02032	-0.179914	0.072065	-0.159025	2.02
12.389	0.0203821	-0.180063	0.0520104	-0.138791	2.02
12.39	0.020424	-0.180191	0.0319367	-0.118537	2.02
12.391	0.0204459	-0.1803	0.0118479	-0.0982678	2.02
12.392	0.0204477	-0.180388	-0.00825198	-0.0779876	2.02
12.393	0.0204294	-0.180456	-0.0283588	-0.0577003	2.02
12.394	0.020391	-0.180503	-0.0484685	-0.0374101	2.02
12.395	0.0203325	-0.18053	-0.0685771	-0.0171211	2.02
12.396	0.0202539	-0.180537	-0.0886804	0.00316281	2.02
12.397	0.0201551	-0.180524	-0.108774	0.0234374	2.02
12.398	0.0200363	-0.180491	-0.128855	0.0436987	2.02
12.399	0.0198974	-0.180437	-0.148919	0.0639425	2.02
12.4	0.0197385	-0.180363	-0.168961	0.0841648	2.02
12.401	0.0195595	-0.180268	-0.188977	0.104362	2.02
12.402	0.0193605	-0.180154	-0.208964	0.124529	2.02
12.403	0.0191416	-0.180019	-0.228917	0.144662	2.02
12.404	0.0189027	-0.179865	-0.248833	0.164758	2.02
12.405	0.0186439	-0.17969	-0.268707	0.184812	2.02
12.406	0.0183653	-0.179495	-0.288536	0.20482	2.02
12.407	0.0180669	-0.17928	-0.308315	0.224778	2.02
12.408	0.0177487	-0.179046	-0.32804	0.244683	2.02
12.409	0.0174108	-0.178791	-0.347708	0.264529	2.02
12.41	0.0170533	-0.178517	-0.367314	0.284314	2.02
12.411	0.0166762	-0.178222	-0.386854	0.304033	2.02
12.412	0.0162796	-0.177908	-0.406326	0.323682	2.02
12.413	0.0158636	-0.177575	-0.425723	0.343258	2.02
12.414	0.0154282	-0.177222	-0.445044	0.362756	2.02
12.415	0.0149735	-0.17685	-0.464283	0.382172	2.02
12.416	0.0144997	-0.176458	-0.483437	0.401503	2.02
12.417	0.0140067	-0.176047	-0.502502	0.420744	2.02
12.418	0.0134947	-0.175616	-0.521474	0.439892	2.02
12.419	0.0129638	-0.175167	-0.54035	0.458943	2.02
12.42	0.012414	-0.174698	-0.559125	0.477893	2.02
12.421	0.0118456	-0.174211	-0.577796	0.496739	2.02
12.422	0.0112585	-0.173705	-0.596359	0.515475	2.02
12.423	0.0106529	-0.17318	-0.61481	0.5341	2.02
12.424	0.0100289	-0.172637	-0.633146	0.552608	2.02
12.425	0.00938663	-0.172075	-0.651362	0.570997	2.02
12.426	0.00872621	-0.171495	-0.669455	0.589262	2.02
12.427	0.00804776	-0.170896	-0.687422	0.607401	2.02
12.428	0.00735141	-0.17028	-0.705259	0.625408	2.02
12.429	0.00663728	-0.169646	-0.722962	0.643281	2.02
12.43	0.00590553	-0.168994	-0.740528	0.661016	2.02
12.431	0.00515627	-0.168324	-0.757953	0.678609	2.02
12.432	0.00438967	-0.167636	-0.775233	0.696058	2.02
12.433	0.00360586	-0.166932	-0.792365	0.713357	2.02
12.434	0.00280499	-0.16621	-0.809347	0.730505	2.02
12.435	0.00198722	-0.165471	-0.826173	0.747497	2.02
12.436	0.0011527	-0.164715	-0.842841	0.76433	2.02
12.437	0.000301588	-0.163942	-0.859348	0.781001	2.02
12.438	-0.000565944	-0.163153	-0.875689	0.797507	2.02
12.439	-0.00144973	-0.162347	-0.891863	0.813843	2.02
12.44	-0.00234961	-0.161525	-0.907865	0.830007	2.02
12.441	-0.00326541	-0.160687	-0.923692	0.845995	2.02
12.442	-0.00419694	-0.159833	-0.939341	0.861805	2.02
12.443	-0.00514403	-0.158964	-0.95481	0.877433	2.02
12.444	-0.00610649	-0.158078	-0.970094	0.892875	2.02
12.445	-0.00708415	-0.157178	-0.985191	0.90813	2.02
12.446	-0.00807681	-0.156262	-1.0001	0.923193	2.02
12.447	-0.00908428	-0.155332	-1.01481	0.938062	2.02
12.448	-0.0101064	-0.154386	-1.02933	0.952734	2.02
12.449	-0.0111429	-0.153426	-1.04365	0.967206	2.02
12.45	-0.0121936	-0.152452	-1.05776	0.981475	2.02
12.451	-0.0132583	-0.151463	-1.07167	0.995537	2.02
12.452	-0.0143369	-0.150461	-1.08537	1.00939	2.02
12.453	-0.015429	-0.149445	-1.09887	1.02303	2.02
12.454	-0.0165345	-0.148415	-1.11215	1.03646	2.02
12.455	-0.0176532	-0.147372	-1.12521	1.04967	2.02
12.456	-0.0187849	-0.146316	-1.13805	1.06266	2.02
12.457	-0.0199293	-0.145247	-1.15068	1.07543	2.02
12.458	-0.0210862	-0.144165	-1.16308	1.08798	2.02
12.459	-0.0222553	-0.143071	-1.17525	1.10029	2.02
12.46	-0.0234366	-0.141964	-1.18719	1.11238	2.02
12.461	-0.0246297	-0.140846	-1.19891	1.12424	2.02
12.462	-0.0258343	-0.139716	-1.21039	1.13586	2.02
12.463	-0.0270503	-0.138574	-1.22163	1.14724	2.02
12.464	-0.0282775	-0.137421	-1.23264	1.15838	2.02
12.465	-0.0295155	-0.136258	-1.2434	1.16929	2.02
12.466	-0.0307642	-0.135083	-1.25393	1.17994	2.02
12.467	-0.0320233	-0.133898	-1.2642	1.19036	2.02
12.468	-0.0332926	-0.132702	-1.27424	1.20052	2.02
12.469	-0.0345717	-0.131497	-1.28402	1.21044	2.02
12.47	-0.0358605	-0.130282	-1.29355	1.2201	2.02
12.471	-0.0371587	-0.129057	-1.30283	1.22951	2.02
12.472	-0.0384661	-0.127823	-1.31186	1.23866	2.02
12.473	-0.0397823	-0.12658	-1.32062	1.24756	2.02
12.474	-0.0411072	-0.125328	-1.32914	1.2562	2.02
12.475	-0.0424405	-0.124067	-1.33739	1.26457	2.02
12.476	-0.0437819	-0.122799	-1.34538	1.27268	2.02
12.477	-0.0451312	-0.121522	-1.3531	1.28053	2.02
12.478	-0.046488	-0.120238	-1.36056	1.28811	2.02
12.479	-0.0478522	-0.118946	-1.36776	1.29543	2.02
12.48	-0.0492235	-0.117647	-1.37469	1.30247	2.02
12.481	-0.0506015	-0.116341	-1.38134	1.30925	2.02
12.482	-0.0519861	-0.115028	-1.38773	1.31575	2.02
12.483	-0.0533769	-0.11371	-1.39385	1.32198	2.02
12.484	-0.0547737	-0.112385	-1.39969	1.32794	2.02
12.485	-0.0561762	-0.111054	-1.40526	1.33362	2.02
12.486	-0.0575841	-0.109717	-1.41055	1.33902	2.02
12.487	-0.0589972	-0.108376	-1.41557	1.34415	2.02
12.488	-0.0604152	-0.107029	-1.42031	1.349	2.02
12.489	-0.0618377	-0.105678	-1.42477	1.35357	2.02
12.49	-0.0632646	-0.104322	-1.42896	1.35785	2.02
12.491	-0.0646955	-0.102962	-1.43286	1.36186	2.02
12.492	-0.0661302	-0.101598	-1.43648	1.36558	2.02
12.493	-0.0675684	-0.100231	-1.43982	1.36902	2.02
12.494	-0.0690098	-0.0988605	-1.44288	1.37218	2.02
12.495	-0.0704541	-0.0974869	-1.44565	1.37505	2.02
12.496	-0.071901	-0.0961105	-1.44814	1.37764	2.02
12.497	-0.0733502	-0.0947317	-1.45035	1.37994	2.02
12.498	-0.0748016	-0.0933507	-1.45227	1.38196	2.02
12.499	-0.0762547	-0.0919679	-1.45391	1.38369	2.02
12.5	-0.0777093	-0.0905835	-1.45526	1.38513	2.02
12.501	-0.0791651	-0.0891977	-1.45633	1.38629	2.02
12.502	-0.0806219	-0.087811	-1.45711	1.38716	2.02
12.503	-0.0820792	-0.0864235	-1.4576	1.38774	2.02
12.504	-0.083537	-0.0850356	-1.45781	1.38804	2.02
12.505	-0.0849948	-0.0836475	-1.45774	1.38805	2.02
12.506	-0.0864524	-0.0822596	-1.45737	1.38777	2.02
12.507	-0.0879094	-0.0808721	-1.45673	1.3872	2.02
12.508	-0.0893657	-0.0794853	-1.45579	1.38635	2.02
12.509	-0.0908209	-0.0780995	-1.45457	1.3852	2.02
12.51	-0.0922748	-0.076715	-1.45307	1.38378	2.02
12.511	-0.0937269	-0.075332	-1.45127	1.38206	2.02
12.512	-0.0951772	-0.0739509	-1.4492	1.38006	2.02
12.513	-0.0966253	-0.072572	-1.44684	1.37777	2.02
12.514	-0.0980708	-0.0711955	-1.4442	1.3752	2.02
12.515	-0.0995135	-0.0698217	-1.44127	1.37234	2.02
12.516	-0.100953	-0.0684509	-1.43806	1.3692	2.02
12.517	-0.10239	-0.0670834	-1.43457	1.36578	2.02
12.518	-0.103822	-0.0657194	-1.43079	1.36207	2.02
12.519	-0.105251	-0.0643593	-1.42674	1.35808	2.02
12.52	-0.106676	-0.0630034	-1.4224	1.35381	2.02
12.521	-0.108096	-0.0616518	-1.41779	1.34926	2.02
12.522	-0.109511	-0.0603049	-1.4129	1.34443	2.02
12.523	-0.110921	-0.058963	-1.40773	1.33932	2.02
12.524	-0.112327	-0.0576264	-1.40229	1.33394	2.02
12.525	-0.113726	-0.0562952	-1.39657	1.32827	2.02
12.526	-0.11512	-0.0549699	-1.39057	1.32234	2.02
12.527	-0.116507	-0.0536507	-1.38431	1.31612	2.02
12.528	-0.117888	-0.0523378	-1.37777	1.30964	2.02
12.529	-0.119262	-0.0510315	-1.37096	1.30288	2.02
12.53	-0.12063	-0.0497321	-1.36388	1.29586	2.02
12.531	-0.12199	-0.0484399	-1.35654	1.28856	2.02
12.532	-0.123343	-0.0471551	-1.34893	1.281	2.02
12.533	-0.124688	-0.0458779	-1.34106	1.27317	2.02
12.534	-0.126025	-0.0446088	-1.33292	1.26508	2.02
12.535	-0.127354	-0.0433479	-1.32452	1.25673	2.02
12.536	-0.128674	-0.0420954	-1.31586	1.24811	2.02
12.537	-0.129985	-0.0408517	-1.30695	1.23924	2.02
12.538	-0.131288	-0.039617	-1.29778	1.23011	2.02
12.539	-0.132581	-0.0383916	-1.28835	1.22072	2.02
12.54	-0.133864	-0.0371757	-1.27868	1.21108	2.02
12.541	-0.135138	-0.0359695	-1.26875	1.20119	2.02
12.542	-0.136402	-0.0347734	-1.25857	1.19105	2.02
12.543	-0.137655	-0.0335875	-1.24815	1.18066	2.02
12.544	-0.138898	-0.0324121	-1.23748	1.17003	2.02
12.545	-0.14013	-0.0312475	-1.22658	1.15915	2.02
12.546	-0.141351	-0.0300939	-1.21543	1.14804	2.02
12.547	-0.142561	-0.0289515	-1.20404	1.13668	2.02
12.548	-0.143759	-0.0278206	-1.19242	1.12509	2.02
12.549	-0.144946	-0.0267014	-1.18057	1.11326	2.02
12.55	-0.14612	-0.0255942	-1.16848	1.1012	2.02
12.551	-0.147282	-0.0244991	-1.15617	1.08892	2.02
12.552	-0.148432	-0.0234164	-1.14363	1.0764	2.02
12.553	-0.14957	-0.0223464	-1.13087	1.06366	2.02
12.554	-0.150694	-0.0212892	-1.11789	1.0507	2.02
12.555	-0.151805	-0.020245	-1.10469	1.03752	2.02
12.556	-0.152903	-0.0192142	-1.09128	1.02413	2.02
12.557	-0.153988	-0.0181969	-1.07765	1.01052	2.02
12.558	-0.155059	-0.0171932	-1.06381	0.996701	2.02
12.559	-0.156115	-0.0162035	-1.04977	0.982673	2.02
12.56	-0.157158	-0.0152279	-1.03552	0.968439	2.02
12.561	-0.158186	-0.0142667	-1.02107	0.954004	2.02
12.562	-0.1592	-0.01332	-1.00642	0.939369	2.02
12.563	-0.160199	-0.012388	-0.991574	0.924537	2.02
12.564	-0.161183	-0.011471	-0.976537	0.909512	2.02
12.565	-0.162152	-0.0105691	-0.96131	0.894296	2.02
12.566	-0.163106	-0.00968247	-0.945897	0.878893	2.02
12.567	-0.164044	-0.00881135	-0.9303	0.863306	2.02
12.568	-0.164966	-0.00795591	-0.914523	0.847537	2.02
12.569	-0.165873	-0.00711634	-0.898569	0.831591	2.02
12.57	-0.166763	-0.00629279	-0.882441	0.815469	2.02
12.571	-0.167638	-0.00548545	-0.866143	0.799177	2.02
12.572	-0.168496	-0.00469449	-0.849677	0.782716	2.02
12.573	-0.169337	-0.00392008	-0.833047	0.76609	2.02
12.574	-0.170162	-0.00316237	-0.816256	0.749303	2.02
12.575	-0.170969	-0.00242153	-0.799308	0.732357	2.02
12.576	-0.17176	-0.00169771	-0.782205	0.715257	2.02
12.577	-0.172534	-0.000991061	-0.764953	0.698006	2.02
12.578	-0.17329	-0.000301743	-0.747553	0.680607	2.02
12.579	-0.174029	0.000370104	-0.73001	0.663063	2.02
12.58	-0.17475	0.00102434	-0.712326	0.645379	2.02
12.581	-0.175453	0.00166082	-0.694506	0.627558	2.02
12.582	-0.176139	0.00227941	-0.676554	0.609603	2.02
12.583	-0.176807	0.00287998	-0.658472	0.591519	2.02
12.584	-0.177456	0.0034624	-0.640264	0.573308	2.02
12.585	-0.178087	0.00402655	-0.621934	0.554974	2.02
12.586	-0.1787	0.00457231	-0.603486	0.536522	2.02
12.587	-0.179294	0.00509956	-0.584924	0.517955	2.02
12.588	-0.17987	0.00560819	-0.56625	0.499276	2.02
12.589	-0.180426	0.00609808	-0.54747	0.48049	2.02
12.59	-0.180964	0.00656913	-0.528586	0.461599	2.02
12.591	-0.181484	0.00702124	-0.509602	0.442609	2.02
12.592	-0.181984	0.00745432	-0.490523	0.423523	2.02
12.593	-0.182465	0.00786826	-0.471352	0.404344	2.02
12.594	-0.182926	0.00826297	-0.452093	0.385077	2.02
12.595	-0.183369	0.00863838	-0.43275	0.365725	2.02
12.596	-0.183792	0.0089944	-0.413326	0.346293	2.02
12.597	-0.184195	0.00933094	-0.393826	0.326783	2.02
12.598	-0.184579	0.00964794	-0.374254	0.307202	2.02
12.599	-0.184944	0.00994532	-0.354613	0.287551	2.02
12.6	-0.185289	0.010223	-0.334907	0.267835	2.02
12.601	-0.185614	0.010481	-0.315141	0.248059	2.02
12.602	-0.185919	0.0107191	-0.295319	0.228225	2.02
12.603	-0.186204	0.0109374	-0.275443	0.208339	2.02
12.604	-0.18647	0.0111358	-0.255519	0.188404	2.02
12.605	-0.186715	0.0113142	-0.23555	0.168424	2.02
12.606	-0.186941	0.0114726	-0.215541	0.148404	2.02
12.607	-0.187146	0.011611	-0.195495	0.128346	2.02
12.608	-0.187332	0.0117293	-0.175417	0.108256	2.02
12.609	-0.187497	0.0118275	-0.15531	0.0881371	2.02
12.61	-0.187642	0.0119056	-0.135178	0.0679937	2.02
12.611	-0.187768	0.0119635	-0.115026	0.0478298	2.02
12.612	-0.187872	0.0120012	-0.0948578	0.0276494	2.02
12.613	-0.187957	0.0120188	-0.0746771	0.00745667	2.02
12.614	-0.188022	0.0120161	-0.054488	-0.0127444	2.02
12.615	-0.188066	0.0119933	-0.0342948	-0.0329496	2.02
12.616	-0.18809	0.0119502	-0.0141014	-0.053155	2.02
12.617	-0.188094	0.011887	0.00608818	-0.0733565	2.02
12.618	-0.188078	0.0118035	0.0262698	-0.0935499	2.02
12.619	-0.188042	0.0116999	0.0464393	-0.113731	2.02
12.62	-0.187985	0.0115761	0.0665928	-0.133896	2.02
12.621	-0.187909	0.0114321	0.0867262	-0.154041	2.02
12.622	-0.187812	0.011268	0.106835	-0.174162	2.02
12.623	-0.187695	0.0110838	0.126916	-0.194254	2.02
12.624	-0.187558	0.0108795	0.146965	-0.214314	2.02
12.625	-0.187401	0.0106552	0.166978	-0.234337	2.02
12.626	-0.187224	0.0104108	0.18695	-0.25432	2.02
12.627	-0.187027	0.0101465	0.206878	-0.274258	2.02
12.628	-0.18681	0.00986233	0.226757	-0.294148	2.02
12.629	-0.186574	0.00955826	0.246585	-0.313985	2.02
12.63	-0.186317	0.00923438	0.266356	-0.333765	2.02
12.631	-0.186041	0.00889075	0.286066	-0.353485	2.02
12.632	-0.185745	0.00852743	0.305713	-0.37314	2.02
12.633	-0.18543	0.00814449	0.325291	-0.392726	2.02
12.634	-0.185095	0.007742	0.344797	-0.412241	2.02
12.635	-0.18474	0.00732004	0.364227	-0.431678	2.02
12.636	-0.184366	0.00687867	0.383577	-0.451035	2.02
12.637	-0.183973	0.00641799	0.402844	-0.470308	2.02
12.638	-0.183561	0.00593808	0.422022	-0.489493	2.02
12.639	-0.183129	0.00543904	0.441109	-0.508586	2.02
12.64	-0.182678	0.00492095	0.460101	-0.527582	2.02
12.641	-0.182209	0.00438391	0.478993	-0.546479	2.02
12.642	-0.18172	0.00382802	0.497783	-0.565273	2.02
12.643	-0.181213	0.0032534	0.516465	-0.583959	2.02
12.644	-0.180687	0.00266014	0.535037	-0.602534	2.02
12.645	-0.180143	0.00204837	0.553495	-0.620994	2.02
12.646	-0.179581	0.00141819	0.571834	-0.639335	2.02
12.647	-0.179	0.000769736	0.590052	-0.657554	2.02
12.648	-0.1784	0.000103125	0.608145	-0.675648	2.02
12.649	-0.177783	-0.000581516	0.626109	-0.693611	2.02
12.65	-0.177148	-0.00128405	0.64394	-0.711441	2.02
12.651	-0.176495	-0.00200435	0.661635	-0.729134	2.02
12.652	-0.175825	-0.00274227	0.67919	-0.746687	2.02
12.653	-0.175137	-0.00349768	0.696602	-0.764096	2.02
12.654	-0.174432	-0.00427042	0.713867	-0.781357	2.02
12.655	-0.173709	-0.00506034	0.730982	-0.798467	2.02
12.656	-0.17297	-0.0058673	0.747943	-0.815423	2.02
12.657	-0.172214	-0.00669114	0.764747	-0.832221	2.02
12.658	-0.171441	-0.00753169	0.781391	-0.848858	2.02
12.659	-0.170651	-0.0083888	0.797871	-0.865329	2.02
12.66	-0.169845	-0.00926229	0.814183	-0.881633	2.02
12.661	-0.169023	-0.010152	0.830326	-0.897766	2.02
12.662	-0.168184	-0.0110578	0.846294	-0.913724	2.02
12.663	-0.16733	-0.0119794	0.862086	-0.929505	2.02
12.664	-0.16646	-0.0129167	0.877698	-0.945104	2.02
12.665	-0.165575	-0.0138695	0.893127	-0.960519	2.02
12.666	-0.164674	-0.0148377	0.908369	-0.975747	2.02
12.667	-0.163758	-0.015821	0.923422	-0.990785	2.02
12.668	-0.162827	-0.0168192	0.938283	-1.00563	2.02
12.669	-0.161882	-0.0178322	0.952949	-1.02028	2.02
12.67	-0.160921	-0.0188597	0.967416	-1.03473	2.02
12.671	-0.159947	-0.0199016	0.981682	-1.04897	2.02
12.672	-0.158958	-0.0209576	0.995744	-1.06301	2.02
12.673	-0.157955	-0.0220275	1.0096	-1.07685	2.02
