t	Theta RK	Omega RK	u	v	Energy
0.01	0.198992	0.0010083	-0.201323	0.20132	2.02
0.02	0.195987	0.00401285	-0.398607	0.39858	2.02
0.03	0.191046	0.00895307	-0.587892	0.587802	2.02
0.04	0.184269	0.0157293	-0.765382	0.76517	2.02
0.05	0.17579	0.0242049	-0.927515	0.927104	2.02
0.06	0.16578	0.034209	-1.07104	1.07034	2.02
0.07	0.154441	0.0455396	-1.19308	1.19198	2.02
0.08	0.141999	0.0579683	-1.29119	1.28958	2.02
0.09	0.128703	0.0712443	-1.36341	1.36115	2.02
0.1	0.114822	0.0850996	-1.40829	1.40525	2.02
0.11	0.100632	0.0992546	-1.42495	1.42098	2.02
0.12	0.0864181	0.113423	-1.41305	1.40802	2.02
0.13	0.0724653	0.12732	-1.37284	1.36661	2.02
0.14	0.0590529	0.140664	-1.30515	1.29758	2.02
0.15	0.0464494	0.153184	-1.21135	1.20231	2.02
0.16	0.0349068	0.164628	-1.09333	1.0827	2.02
0.17	0.0246557	0.174765	-0.953478	0.941148	2.02
0.18	0.0159007	0.183388	-0.794616	0.780493	2.02
0.19	0.00881615	0.190322	-0.61995	0.603957	2.02
0.2	0.00354272	0.195426	-0.433003	0.41508	2.02
0.21	0.000184514	0.198595	-0.237547	0.217652	2.02
0.22	-0.00119296	0.199763	-0.0375224	0.0156343	2.02
0.23	-0.000564138	0.198906	0.163036	-0.186919	2.02
0.24	0.00205606	0.196037	0.360085	-0.385945	2.02
0.25	0.00661259	0.191212	0.54965	-0.577448	2.02
0.26	0.0130113	0.184526	0.727908	-0.757586	2.02
0.27	0.021121	0.17611	0.891264	-0.922746	2.02
0.28	0.0307759	0.166132	1.03642	-1.06962	2.02
0.29	0.0417789	0.154789	1.16045	-1.19525	2.02
0.3	0.0539059	0.142306	1.26085	-1.29713	2.02
0.31	0.0669101	0.128932	1.33558	-1.37322	2.02
0.32	0.0805268	0.114933	1.38314	-1.422	2.02
0.33	0.0944789	0.100587	1.40255	-1.44249	2.02
0.34	0.108482	0.0861787	1.39342	-1.4343	2.02
0.35	0.122253	0.0719958	1.35593	-1.39759	2.02
0.36	0.135509	0.0583196	1.29081	-1.33312	2.02
0.37	0.147981	0.0454217	1.19936	-1.2422	2.02
0.38	0.159414	0.0335579	1.08342	-1.12665	2.02
0.39	0.169575	0.022963	0.945314	-0.988824	2.02
0.4	0.178256	0.0138465	0.787801	-0.831493	2.02
0.41	0.185277	0.0063877	0.614044	-0.657836	2.02
0.42	0.190494	0.00073263	0.427528	-0.471353	2.02
0.43	0.193798	-0.00300909	0.231995	-0.275808	2.02
0.44	0.195117	-0.00476642	0.03137	-0.0751424	2.01999
0.45	0.194421	-0.00450834	-0.170322	0.126597	2.01999
0.46	0.19172	-0.00224447	-0.369032	0.325343	2.01999
0.47	0.187064	0.00197515	-0.560773	0.517087	2.01999
0.48	0.180541	0.008061	-0.741698	0.697963	2.01999
0.49	0.172278	0.015886	-0.908177	0.864324	2.01999
0.5	0.162437	0.0252878	-1.05687	1.01281	2.01999
0.51	0.15121	0.0360725	-1.18479	1.14043	2.01999
0.52	0.138819	0.0480182	-1.28939	1.24461	2.01999
0.53	0.125507	0.0608793	-1.36856	1.32323	2.01999
0.54	0.111538	0.0743921	-1.42071	1.37471	2.01999
0.55	0.0971867	0.0882795	-1.44482	1.39801	2.01999
0.56	0.0827367	0.102257	-1.44041	1.39264	2.01999
0.57	0.0684734	0.116037	-1.40757	1.35871	2.01999
0.58	0.054678	0.129338	-1.34697	1.29688	2.01999
0.59	0.0416226	0.141886	-1.25984	1.2084	2.01999
0.6	0.0295639	0.153422	-1.14795	1.09503	2.01999
0.61	0.0187387	0.163711	-1.01355	0.959041	2.01999
0.62	0.00935896	0.172537	-0.859356	0.803165	2.01999
0.63	0.0016073	0.179718	-0.68848	0.630526	2.01999
0.64	-0.00436643	0.185103	-0.504366	0.444587	2.01999
0.65	-0.00844822	0.188578	-0.310729	0.24908	2.01999
0.66	-0.0105622	0.190066	-0.111473	0.0479279	2.01999
0.67	-0.0106723	0.189531	0.0893866	-0.154831	2.01999
0.68	-0.00878267	0.186977	0.287799	-0.355127	2.01999
0.69	-0.00493785	0.18245	0.479764	-0.548941	2.01999
0.7	0.000778167	0.176033	0.661411	-0.732382	2.01999
0.71	0.0082437	0.167849	0.829078	-0.90177	2.01999
0.72	0.0173018	0.158056	0.979383	-1.05371	2.01999
0.73	0.0277633	0.146844	1.10929	-1.18514	2.01999
0.74	0.0394108	0.13443	1.21619	-1.29344	2.01999
0.75	0.052003	0.121059	1.29791	-1.37644	2.01999
0.76	0.0652793	0.106992	1.3528	-1.43247	2.01999
0.77	0.0789656	0.0925035	1.37975	-1.46042	2.01999
0.78	0.0927791	0.0778789	1.3782	-1.45973	2.01999
0.79	0.106435	0.0634045	1.34819	-1.43042	2.01999
0.8	0.11965	0.049364	1.29031	-1.3731	2.01999
0.81	0.132152	0.0360321	1.20571	-1.28893	2.01999
0.82	0.14368	0.0236694	1.09608	-1.1796	2.01999
0.83	0.153997	0.0125168	0.963622	-1.04732	2.01999
0.84	0.162886	0.00279075	0.810995	-0.894768	2.01999
0.85	0.17016	-0.0053211	0.641258	-0.725017	2.01999
0.86	0.175665	-0.0116636	0.457818	-0.54149	2.01999
0.87	0.179283	-0.0161172	0.264355	-0.347887	2.01999
0.88	0.180932	-0.0186007	0.0647543	-0.148111	2.01999
0.89	0.18057	-0.0190723	-0.136978	0.0538118	2.01999
0.9	0.178198	-0.0175309	-0.336792	0.253811	2.01999
0.91	0.173854	-0.0140159	-0.530677	0.447854	2.01999
0.92	0.167618	-0.00860672	-0.714739	0.632032	2.01999
0.93	0.159605	-0.00142064	-0.885285	0.802629	2.01999
0.94	0.149968	0.00738905	-1.03889	0.956208	2.01999
0.95	0.138894	0.0176364	-1.17248	1.08967	2.01999
0.96	0.126595	0.0291063	-1.28336	1.20032	2.01999
0.97	0.11331	0.0415592	-1.36933	1.28593	2.01999
0.98	0.0992971	0.0547355	-1.42864	1.34477	2.01999
0.99	0.0848297	0.0683612	-1.46013	1.37564	2.01999
1	0.0701895	0.0821529	-1.46316	1.37792	2.01999
1.01	0.0556616	0.095824	-1.43769	1.35155	2.01999
1.02	0.0415292	0.10909	-1.38422	1.29706	2.01999
1.03	0.0280671	0.121675	-1.30385	1.21554	2.01999
1.04	0.0155366	0.133316	-1.1982	1.10861	2.01999
1.05	0.00418045	0.143769	-1.06939	0.978418	2.01999
1.06	-0.00578261	0.152815	-0.920041	0.827582	2.01999
1.07	-0.0141618	0.160262	-0.75315	0.659124	2.01999
1.08	-0.0207983	0.16595	-0.572084	0.476426	2.01999
1.09	-0.0255683	0.169755	-0.380495	0.283156	2.01999
1.1	-0.0283859	0.171591	-0.182241	0.0831945	2.01999
1.11	-0.0292042	0.17141	0.0186797	-0.119443	2.01999
1.12	-0.0280169	0.169207	0.21822	-0.320689	2.01999
1.13	-0.0248579	0.165015	0.412359	-0.5165	2.01999
1.14	-0.0198008	0.158908	0.597183	-0.702945	2.01999
1.15	-0.0129577	0.151	0.768968	-0.876282	2.01999
1.16	-0.00447655	0.141438	0.924252	-1.03303	2.01999
1.17	0.00546177	0.130405	1.0599	-1.17004	2.01999
1.18	0.0166469	0.118112	1.17319	-1.28457	2.01999
1.19	0.0288432	0.104796	1.26182	-1.37431	2.01999
1.2	0.0417949	0.0907145	1.32401	-1.43748	2.01999
1.21	0.0552309	0.0761396	1.35849	-1.4728	2.01999
1.22	0.06887	0.0613538	1.36458	-1.47958	2.01999
1.23	0.0824272	0.0466438	1.34214	-1.45767	2.01999
1.24	0.095619	0.0322946	1.29161	-1.40754	2.01999
1.25	0.108169	0.0185839	1.21401	-1.33019	2.01999
1.26	0.119814	0.00577648	1.11088	-1.22719	2.01999
1.27	0.130308	-0.00588111	0.984306	-1.10061	2.01999
1.28	0.13943	-0.0161655	0.836818	-0.95301	2.01999
1.29	0.146985	-0.024881	0.671378	-0.787364	2.01999
1.3	0.152809	-0.0318637	0.491309	-0.607009	2.01999
1.31	0.156774	-0.0369842	0.300226	-0.41558	2.01999
1.32	0.158789	-0.0401512	0.101967	-0.216933	2.01998
1.33	0.158803	-0.0413122	-0.0994864	-0.0150716	2.01998
1.34	0.156803	-0.0404554	-0.300087	0.185939	2.01998
1.35	0.152817	-0.0376097	-0.495805	0.382049	2.01998
1.36	0.146916	-0.032844	-0.68271	0.569308	2.01998
1.37	0.139205	-0.0262657	-0.857047	0.743943	2.01998
1.38	0.129829	-0.018019	-1.01532	0.902435	2.01998
1.39	0.118963	-0.00828157	-1.15434	1.04159	2.01998
1.4	0.106815	0.00273887	-1.27132	1.1586	2.01998
1.41	0.0936179	0.0148087	-1.36392	1.25112	2.01998
1.42	0.0796245	0.0276732	-1.43028	1.31726	2.01998
1.43	0.0651044	0.0410614	-1.46907	1.3557	2.01998
1.44	0.0503378	0.0546921	-1.4795	1.36566	2.01998
1.45	0.0356096	0.0682789	-1.46139	1.34694	2.01998
1.46	0.021204	0.0815363	-1.4151	1.29989	2.01998
1.47	0.00739866	0.0941853	-1.34156	1.22547	2.01998
1.48	-0.00554107	0.105959	-1.24226	1.12517	2.01998
1.49	-0.0173671	0.116609	-1.1192	1.001	2.01998
1.5	-0.0278539	0.125908	-0.974858	0.855444	2.01998
1.51	-0.0368029	0.133656	-0.812152	0.691438	2.01998
1.52	-0.0440466	0.139686	-0.634353	0.512271	2.01998
1.53	-0.0494516	0.143863	-0.445044	0.321543	2.01998
1.54	-0.0529217	0.146091	-0.248038	0.123085	2.01998
1.55	-0.0543999	0.146312	-0.047302	-0.0791142	2.01998
1.56	-0.0538688	0.14451	0.153121	-0.280993	2.01998
1.57	-0.0513519	0.140707	0.349195	-0.478495	2.01998
1.58	-0.0469126	0.134968	0.536971	-0.667651	2.01998
1.59	-0.0406528	0.127395	0.712668	-0.844661	2.01998
1.6	-0.0327114	0.118127	0.872746	-1.00597	2.01998
1.61	-0.0232608	0.107338	1.01398	-1.14833	2.01998
1.62	-0.0125042	0.0952331	1.13353	-1.26889	2.01998
1.63	-0.000670698	0.0820414	1.22898	-1.36523	2.01998
1.64	0.0119886	0.0680158	1.29841	-1.43541	2.01998
1.65	0.0252059	0.0534252	1.34042	-1.47803	2.01998
1.66	0.0387025	0.0385501	1.35416	-1.49222	2.01998
1.67	0.0521937	0.0236765	1.33934	-1.47772	2.01998
1.68	0.065395	0.00909051	1.29627	-1.43481	2.01998
1.69	0.0780277	-0.00492781	1.22581	-1.36437	2.01998
1.7	0.0898244	-0.0181097	1.12936	-1.26781	2.01998
1.71	0.100535	-0.0302033	1.00887	-1.14708	2.01998
1.72	0.10993	-0.0409786	0.866757	-1.00461	2.01998
1.73	0.117807	-0.0502324	0.705875	-0.843267	2.01998
1.74	0.123995	-0.0577918	0.529457	-0.666307	2.01998
1.75	0.128356	-0.0635183	0.341049	-0.477291	2.01998
1.76	0.130789	-0.0673101	0.144438	-0.280024	2.01998
1.77	0.131231	-0.0691044	-0.0564258	-0.0784765	2.01998
1.78	0.12966	-0.0688788	-0.257504	0.123293	2.01998
1.79	0.126093	-0.0666514	-0.454754	0.321223	2.01998
1.8	0.12059	-0.0624805	-0.644213	0.511329	2.01998
1.81	0.113248	-0.0564637	-0.822071	0.689783	2.01998
1.82	0.1042	-0.0487357	-0.984755	0.852994	2.01998
1.83	0.0936143	-0.0394657	-1.12899	0.997674	2.01998
1.84	0.0816911	-0.0288538	-1.25189	1.12091	2.01998
1.85	0.0686561	-0.0171273	-1.35097	1.22022	2.01998
1.86	0.0547578	-0.00453589	-1.42425	1.29361	2.01998
1.87	0.0402622	0.00865341	-1.47025	1.33959	2.01998
1.88	0.025447	0.0221614	-1.48806	1.35725	2.01998
1.89	0.0105964	0.0357025	-1.47731	1.34621	2.01998
1.9	-0.00400456	0.0489905	-1.43822	1.3067	2.01998
1.91	-0.0180761	0.0617441	-1.37159	1.23952	2.01998
1.92	-0.0313489	0.0736929	-1.27876	1.146	2.01998
1.93	-0.04357	0.0845826	-1.16159	1.02804	2.01998
1.94	-0.0545074	0.0941801	-1.02245	0.888005	2.01998
1.95	-0.063955	0.102278	-0.864129	0.728703	2.01998
1.96	-0.0717366	0.1087	-0.689823	0.55334	2.01998
1.97	-0.0777097	0.113303	-0.503038	0.365443	2.01998
1.98	-0.0817682	0.11598	-0.307532	0.168789	2.01998
1.99	-0.0838444	0.116663	-0.10724	-0.0326676	2.01998
2	-0.0839105	0.115324	0.0938071	-0.234876	2.01998
2.01	-0.0819792	0.111977	0.291563	-0.433771	2.01998
2.02	-0.0781035	0.106673	0.482049	-0.625352	2.01998
2.03	-0.0723753	0.0995068	0.661432	-0.805767	2.01998
2.04	-0.064924	0.0906073	0.826101	-0.971388	2.01998
2.05	-0.0559134	0.0801395	0.972744	-1.11888	2.01998
2.06	-0.0455391	0.0683	1.09841	-1.24529	2.01998
2.07	-0.0340238	0.0553126	1.20056	-1.34807	2.01998
2.08	-0.0216132	0.0414244	1.27716	-1.42515	2.01998
2.09	-0.00857112	0.0269007	1.32665	-1.47498	2.01998
2.1	0.00482592	0.0120192	1.34803	-1.49656	2.01998
2.11	0.0182943	-0.00293474	1.34089	-1.48946	2.01998
2.12	0.0315489	-0.0176747	1.30535	-1.45382	2.01998
2.13	0.0443089	-0.0319182	1.24214	-1.39036	2.01998
2.14	0.0563036	-0.0453932	1.15253	-1.30036	2.01998
2.15	0.0672773	-0.0578428	1.03831	-1.18562	2.01998
2.16	0.0769953	-0.0690308	0.901786	-1.04846	2.01998
2.17	0.0852477	-0.0787464	0.745703	-0.891641	2.01998
2.18	0.0918545	-0.0868085	0.5732	-0.718308	2.01998
2.19	0.0966685	-0.0930691	0.387746	-0.531954	2.01997
2.2	0.0995786	-0.0974166	0.193072	-0.336326	2.01997
2.21	0.100512	-0.0997778	-0.00690653	-0.13536	2.01997
2.22	0.0994362	-0.100119	-0.208166	0.0669014	2.01997
2.23	0.0963581	-0.098449	-0.40666	0.266389	2.01997
2.24	0.0913256	-0.0948143	-0.598393	0.45909	2.01997
2.25	0.0844257	-0.0893028	-0.779509	0.641129	2.01997
2.26	0.075783	-0.0820396	-0.946366	0.808843	2.01997
2.27	0.0655572	-0.073185	-1.0956	0.95886	2.01997
2.28	0.0539397	-0.0629315	-1.22422	1.08816	2.01997
2.29	0.0411502	-0.0514996	-1.32964	1.19415	2.01997
2.3	0.0274315	-0.0391336	-1.40972	1.27469	2.01997
2.31	0.0130457	-0.0260963	-1.46287	1.32816	2.01997
2.32	-0.00173228	-0.0126644	-1.488	1.35349	2.01997
2.33	-0.0166192	0.000877769	-1.48462	1.35017	2.01997
2.34	-0.0313298	0.0142435	-1.45279	1.31826	2.01997
2.35	-0.0455822	0.0271497	-1.39316	1.25842	2.01997
2.36	-0.059104	0.0393226	-1.30691	1.17184	2.01997
2.37	-0.0716374	0.050503	-1.19579	1.06026	2.01997
2.38	-0.0829442	0.0604519	-1.06202	0.925942	2.01997
2.39	-0.0928112	0.0689549	-0.908304	0.771576	2.01997
2.4	-0.101054	0.0758268	-0.737725	0.600272	2.01997
2.41	-0.107521	0.0809153	-0.553716	0.415477	2.01997
2.42	-0.112096	0.0841037	-0.359975	0.22091	2.01997
2.43	-0.114701	0.0853139	-0.160399	0.0204857	2.01997
2.44	-0.115298	0.0845073	0.0409979	-0.181762	2.01997
2.45	-0.113888	0.0816862	0.240167	-0.381764	2.01997
2.46	-0.110515	0.076893	0.433104	-0.575495	2.01997
2.47	-0.10526	0.0702102	0.615928	-0.759057	2.01997
2.48	-0.0982426	0.0617581	0.784964	-0.928754	2.01997
2.49	-0.0896181	0.0516928	0.936814	-1.08117	2.01997
2.5	-0.0795739	0.0402026	1.06842	-1.21324	2.01997
2.51	-0.068326	0.0275047	1.17715	-1.32231	2.01997
2.52	-0.0561146	0.0138406	1.2608	-1.40617	2.01997
2.53	-0.0431992	-0.000528871	1.31771	-1.46314	2.01997
2.54	-0.0298536	-0.0153286	1.34672	-1.49207	2.01997
2.55	-0.0163599	-0.0302748	1.34726	-1.49238	2.01997
2.56	-0.00300353	-0.0450806	1.31931	-1.46406	2.01997
2.57	0.00993308	-0.0594622	1.26345	-1.40767	2.01997
2.58	0.0221759	-0.0731441	1.18079	-1.32435	2.01997
2.59	0.0334649	-0.0858649	1.073	-1.21577	2.01997
2.6	0.0435593	-0.0973825	0.942264	-1.08411	2.01997
2.61	0.0522424	-0.107479	0.7912	-0.932023	2.01997
2.62	0.0593256	-0.115965	0.622853	-0.762558	2.01997
2.63	0.064653	-0.122683	0.440614	-0.579124	2.01997
2.64	0.0681038	-0.127513	0.248151	-0.385408	2.01997
2.65	0.0695948	-0.13037	0.0493379	-0.185304	2.01997
2.66	0.0690827	-0.131211	-0.151822	0.0171659	2.01997
2.67	0.0665641	-0.130033	-0.351281	0.217932	2.01997
2.68	0.0620761	-0.126872	-0.545021	0.412959	2.01997
2.69	0.0556957	-0.121806	-0.729143	0.598326	2.01997
2.7	0.0475378	-0.11495	-0.899941	0.770308	2.01997
2.71	0.0377529	-0.106456	-1.05397	0.92545	2.01997
2.72	0.0265246	-0.0965075	-1.18814	1.06063	2.01997
2.73	0.0140654	-0.0853188	-1.29974	1.17314	2.01997
2.74	0.000612677	-0.073128	-1.38652	1.26072	2.01997
2.75	-0.0135763	-0.0601936	-1.44674	1.3216	2.01997
2.76	-0.0282293	-0.0467892	-1.47917	1.35457	2.01997
2.77	-0.0430647	-0.0331976	-1.48317	1.35896	2.01997
2.78	-0.0577974	-0.0197056	-1.45864	1.3347	2.01997
2.79	-0.072144	-0.00659761	-1.40609	1.28228	2.01997
2.8	-0.085829	0.00584946	-1.32655	1.20275	2.01997
2.81	-0.0985902	0.0173722	-1.22163	1.09771	2.01997
2.82	-0.110184	0.0277256	-1.09344	0.96929	2.01997
2.83	-0.12039	0.0366885	-0.944542	0.82007	2.01997
2.84	-0.129016	0.0440676	-0.777935	0.653058	2.01997
2.85	-0.135901	0.0497015	-0.596965	0.471618	2.01997
2.86	-0.140919	0.053464	-0.405267	0.279403	2.01997
2.87	-0.143983	0.0552665	-0.206694	0.0802842	2.01997
2.88	-0.145043	0.05506	-0.00523471	-0.121728	2.01997
2.89	-0.144092	0.0528358	0.195062	-0.322566	2.01997
2.9	-0.141159	0.0486261	0.390171	-0.518184	2.01997
2.91	-0.136319	0.0425027	0.576173	-0.704643	2.01997
2.92	-0.129679	0.0345763	0.749331	-0.878188	2.01997
2.93	-0.121386	0.0249937	0.906167	-1.03532	2.01997
2.94	-0.11162	0.0139352	1.04353	-1.17288	2.01997
2.95	-0.10059	0.00161073	1.15866	-1.28809	2.01997
2.96	-0.0885292	-0.0117442	1.24925	-1.37863	2.01997
2.97	-0.075693	-0.0258734	1.31348	-1.44267	2.01997
2.98	-0.0623519	-0.0405049	1.35007	-1.47893	2.01997
2.99	-0.0487864	-0.0553567	1.35827	-1.48666	2.01997
3	-0.0352817	-0.0701423	1.33794	-1.4657	2.01997
3.01	-0.0221215	-0.0845763	1.28949	-1.41647	2.01997
3.02	-0.00958251	-0.0983806	1.2139	-1.33996	2.01997
3.03	0.00207091	-0.11129	1.11268	-1.2377	2.01997
3.04	0.0125924	-0.123055	0.987897	-1.11174	2.01997
3.05	0.0217585	-0.133454	0.84205	-0.964609	2.01997
3.06	0.0293729	-0.142287	0.678083	-0.799262	2.01996
3.07	0.0352707	-0.149389	0.4993	-0.619019	2.01996
3.08	0.0393215	-0.15463	0.309302	-0.4275	2.01996
3.09	0.0414321	-0.157914	0.111918	-0.228552	2.01996
3.1	0.0415484	-0.159189	-0.0888755	-0.0261706	2.01996
3.11	0.0396567	-0.15844	-0.289035	0.175578	2.01996
3.12	0.0357833	-0.155693	-0.484526	0.372642	2.01996
3.13	0.0299949	-0.151016	-0.671413	0.561064	2.01996
3.14	0.0223964	-0.144513	-0.845928	0.737058	2.01996
3.15	0.0131293	-0.136328	-1.00456	0.897091	2.01996
3.16	0.00236897	-0.126636	-1.1441	1.03795	2.01996
3.17	-0.00967951	-0.115642	-1.26174	1.15681	2.01996
3.18	-0.0227849	-0.103581	-1.35512	1.25128	2.01996
3.19	-0.0366945	-0.0907046	-1.42234	1.31947	2.01996
3.2	-0.0511397	-0.0772837	-1.46204	1.36001	2.01996
3.21	-0.0658408	-0.0635993	-1.47343	1.3721	2.01996
3.22	-0.0805129	-0.0499375	-1.45626	1.3555	2.01996
3.23	-0.0948717	-0.0365839	-1.41087	1.31055	2.01996
3.24	-0.108639	-0.0238181	-1.33818	1.23816	2.01996
3.25	-0.121549	-0.0119074	-1.23963	1.13979	2.01996
3.26	-0.133352	-0.00110236	-1.11721	1.01743	2.01996
3.27	-0.143822	0.00836927	-0.973362	0.873545	2.01996
3.28	-0.152757	0.0163064	-0.81098	0.711038	2.01996
3.29	-0.15999	0.0225388	-0.633322	0.533185	2.01996
3.3	-0.165385	0.0269308	-0.443956	0.34357	2.01996
3.31	-0.168843	0.0293837	-0.246684	0.146015	2.01996
3.32	-0.170305	0.0298378	-0.0454665	-0.0555005	2.01996
3.33	-0.169753	0.028274	0.155655	-0.256914	2.01996
3.34	-0.167206	0.0247134	0.352643	-0.454168	2.01996
3.35	-0.162727	0.0192178	0.54154	-0.643287	2.01996
3.36	-0.156415	0.0118876	0.718555	-0.82046	2.01996
3.37	-0.148407	0.00286037	0.880135	-0.982114	2.01996
3.38	-0.138875	-0.00769203	1.02304	-1.12499	2.01996
3.39	-0.128018	-0.0195671	1.14439	-1.24621	2.01996
3.4	-0.116067	-0.0325358	1.24176	-1.34332	2.01996
3.41	-0.10327	-0.0463466	1.31321	-1.41437	2.01996
3.42	-0.089894	-0.0607314	1.35729	-1.45792	2.01996
3.43	-0.0762182	-0.0754102	1.37313	-1.47308	2.01996
3.44	-0.0625268	-0.0900972	1.36042	-1.45954	2.01996
3.45	-0.0491043	-0.104506	1.31942	-1.41757	2.01996
3.46	-0.03623	-0.118357	1.25097	-1.34801	2.01996
3.47	-0.0241719	-0.131379	1.15645	-1.25223	2.01996
3.48	-0.0131817	-0.14332	1.03776	-1.13217	2.01996
3.49	-0.00348942	-0.153949	0.897308	-0.990233	2.01996
3.5	0.0047012	-0.163061	0.737923	-0.829261	2.01996
3.51	0.0112166	-0.170482	0.562819	-0.652488	2.01996
3.52	0.0159169	-0.17607	0.375526	-0.463461	2.01996
3.53	0.018699	-0.179723	0.17982	-0.265974	2.01996
3.54	0.0194984	-0.181374	-0.0203541	-0.0639926	2.01996
3.55	0.0182904	-0.181001	-0.220962	0.138429	2.01996
3.56	0.0150912	-0.178618	-0.41796	0.337227	2.01996
3.57	0.00995654	-0.174282	-0.607377	0.52841	2.01996
3.58	0.00298166	-0.168088	-0.785395	0.708141	2.01996
3.59	-0.00570133	-0.160169	-0.948424	0.872813	2.01996
3.6	-0.0159258	-0.150693	-1.09318	1.01912	2.01996
3.61	-0.0274941	-0.139858	-1.21673	1.14413	2.01996
3.62	-0.0401814	-0.12789	-1.3166	1.24534	2.01996
3.63	-0.0537403	-0.115037	-1.39076	1.32071	2.01996
3.64	-0.0679057	-0.101567	-1.43771	1.36874	2.01996
3.65	-0.0824004	-0.0877571	-1.4565	1.38848	2.01996
3.66	-0.0969403	-0.0738931	-1.44674	1.37953	2.01996
3.67	-0.11124	-0.0602616	-1.40862	1.34208	2.01996
3.68	-0.125021	-0.0471441	-1.3429	1.2769	2.01996
3.69	-0.138011	-0.0348118	-1.2509	1.1853	2.01996
3.7	-0.149957	-0.02352	-1.13444	1.06914	2.01996
3.71	-0.160626	-0.0135031	-0.995881	0.930763	2.01996
3.72	-0.16981	-0.00496963	-0.837983	0.772956	2.01996
3.73	-0.177332	0.00190177	-0.663919	0.598906	2.01996
3.74	-0.183046	0.00696597	-0.477182	0.412123	2.01996
3.75	-0.186845	0.0101143	-0.28152	0.216374	2.01996
3.76	-0.18866	0.0112767	-0.0808586	0.0156039	2.01996
3.77	-0.188459	0.0104231	0.120774	-0.186139	2.01996
3.78	-0.186255	0.00756423	0.31933	-0.384786	2.01996
3.79	-0.182096	0.00275108	0.510825	-0.576335	2.01996
3.8	-0.176074	-0.00392587	0.691416	-0.756921	2.01996
3.81	-0.168316	-0.0123386	0.857478	-0.922904	2.01996
3.82	-0.158984	-0.022324	1.00568	-1.07093	2.01996
3.83	-0.148272	-0.0336874	1.13305	-1.19803	2.01996
3.84	-0.136401	-0.0462061	1.23704	-1.30162	2.01996
3.85	-0.123617	-0.0596342	1.31556	-1.37961	2.01996
3.86	-0.110181	-0.0737075	1.36704	-1.43042	2.01996
3.87	-0.0963694	-0.0881485	1.39046	-1.45303	2.01996
3.88	-0.0824666	-0.102672	1.38535	-1.44697	2.01996
3.89	-0.0687572	-0.116993	1.35183	-1.41235	2.01996
3.9	-0.0555226	-0.130826	1.29058	-1.34986	2.01996
3.91	-0.0430341	-0.143901	1.20284	-1.26074	2.01996
3.92	-0.0315483	-0.155958	1.09038	-1.14679	2.01996
3.93	-0.0213014	-0.166761	0.955486	-1.01028	2.01996
3.94	-0.0125044	-0.176098	0.800869	-0.853943	2.01995
3.95	-0.00533942	-0.183784	0.629651	-0.680925	2.01995
3.96	4.46908e-05	-0.189672	0.445287	-0.494692	2.01995
3.97	0.00353483	-0.193647	0.251494	-0.298981	2.01995
3.98	0.00505613	-0.195633	0.052181	-0.0977194	2.01995
3.99	0.00457343	-0.195596	-0.148634	0.105053	2.01995
4	0.00209195	-0.193541	-0.346901	0.305268	2.01995
4.01	-0.00234276	-0.189513	-0.538623	0.498907	2.01995
4.02	-0.00864576	-0.183597	-0.719934	0.682084	2.01995
4.03	-0.0166945	-0.175918	-0.887176	0.851125	2.01995
4.04	-0.026331	-0.166633	-1.03698	1.00264	2.01995
4.05	-0.0373656	-0.155934	-1.16631	1.13359	2.01995
4.06	-0.0495802	-0.144039	-1.27257	1.24135	2.01995
4.07	-0.0627328	-0.131192	-1.3536	1.32376	2.01995
4.08	-0.0765625	-0.117654	-1.40777	1.37917	2.01995
4.09	-0.0907948	-0.103702	-1.43398	1.40649	2.01995
4.1	-0.105147	-0.0896199	-1.43169	1.40516	2.01995
4.11	-0.119334	-0.0756943	-1.40093	1.37523	2.01995
4.12	-0.133073	-0.0622088	-1.34232	1.31731	2.01995
4.13	-0.146091	-0.0494377	-1.25702	1.23257	2.01995
4.14	-0.15813	-0.0376412	-1.14675	1.12273	2.01995
4.15	-0.16895	-0.0270596	-1.0137	0.990003	2.01995
4.16	-0.178336	-0.0179086	-0.860548	0.837075	2.01995
4.17	-0.186104	-0.0103753	-0.690363	0.66703	2.01995
4.18	-0.192098	-0.00461376	-0.506558	0.483299	2.01995
4.19	-0.196202	-0.000742634	-0.312821	0.289587	2.01995
4.2	-0.198334	0.00115768	-0.113039	0.0898004	2.01995
4.21	-0.198456	0.00104653	0.0887799	-0.112031	2.01995
4.22	-0.196566	-0.00107618	0.288585	-0.311837	2.01995
4.23	-0.192704	-0.00517001	0.482367	-0.50559	2.01995
4.24	-0.186951	-0.0111547	0.666238	-0.689381	2.01995
4.25	-0.179425	-0.018912	0.836509	-0.859503	2.01995
4.26	-0.170278	-0.0282877	0.989765	-1.01252	2.01995
4.27	-0.159697	-0.0390951	1.12293	-1.14536	2.01995
4.28	-0.147895	-0.0511185	1.23334	-1.25532	2.01995
4.29	-0.135113	-0.0641176	1.31879	-1.34019	2.01995
4.3	-0.121609	-0.0778327	1.37755	-1.39824	2.01995
4.31	-0.107655	-0.0919891	1.40847	-1.42831	2.01995
4.32	-0.0935341	-0.106303	1.41093	-1.42978	2.01995
4.33	-0.0795314	-0.120489	1.38489	-1.4026	2.01995
4.34	-0.0659297	-0.134262	1.33088	-1.34732	2.01995
4.35	-0.0530036	-0.147345	1.25	-1.26503	2.01995
